UNITID,EFLEVEL,EFTOTAL,EFMEN,EFWOM,EFFT,EFFTMEN,EFFTWOM,EFPT,EFPTMEN,EFPTWOM
127820,10,12388,5144,7244,4332,1944,2388,8056,3200,4856
127884,10,6767,2653,4114,1634,705,929,5133,1948,3185
127909,10,7382,3458,3924,2000,1030,970,5382,2428,2954
127918,10,4631,1422,3209,3310,1036,2274,1321,386,935
127945,10,1888,465,1423,1107,283,824,781,182,599
127954,10,31,4,27,31,4,27,,,
128106,10,6691,2619,4072,3007,1285,1722,3684,1334,2350
128151,10,1025,544,481,1016,541,475,9,3,6
128179,10,816,559,257,816,559,257,,,
128188,10,1160,445,715,1160,445,715,,,
128258,10,1636,757,879,629,312,317,1007,445,562
128328,10,4124,2912,1212,4124,2912,1212,,,
128337,10,104,3,101,77,3,74,27,0,27
128391,10,4053,1959,2094,1837,1003,834,2216,956,1260
128498,10,1161,425,736,990,373,617,171,52,119
128586,10,50,50,0,50,50,0,,,
128744,10,4103,1707,2396,2958,1367,1591,1145,340,805
128771,10,9712,4965,4747,6900,3705,3195,2812,1260,1552
128780,10,1766,401,1365,539,129,410,1227,272,955
128896,10,220,20,200,220,20,200,,,
128902,10,1995,782,1213,1959,762,1197,36,20,16
129002,10,333,192,141,306,176,130,27,16,11
129020,10,27364,12534,14830,24327,11091,13236,3037,1443,1594
129154,10,3034,465,2569,366,126,240,2668,339,2329
129181,10,971,868,103,890,794,96,81,74,7
129215,10,3979,1633,2346,3256,1340,1916,723,293,430
129242,10,6289,2565,3724,5528,2309,3219,761,256,505
129349,10,191,3,188,158,2,156,33,1,32
129367,10,34991,13944,21047,12047,5382,6665,22944,8562,14382
129428,10,144,104,40,,,,144,104,40
129482,10,396,32,364,254,19,235,142,13,129
129491,10,103,53,50,44,26,18,59,27,32
129525,10,5913,2429,3484,4576,1945,2631,1337,484,853
129534,10,709,453,256,146,95,51,563,358,205
129774,10,500,270,230,409,225,184,91,45,46
129923,10,783,300,483,519,189,330,264,111,153
129932,10,293,264,29,249,222,27,44,42,2
129941,10,9830,4666,5164,8331,3902,4429,1499,764,735
130110,10,203,70,133,143,50,93,60,20,40
130174,10,1405,804,601,1199,729,470,206,75,131
130183,10,21699,5977,15722,8458,2233,6225,13241,3744,9497
130226,10,8918,3307,5611,7752,2971,4781,1166,336,830
130253,10,11179,4161,7018,9022,3444,5578,2157,717,1440
130314,10,1939,472,1467,1445,366,1079,494,106,388
130493,10,8820,3188,5632,6301,2330,3971,2519,858,1661
130590,10,2276,1086,1190,2190,1042,1148,86,44,42
130624,10,1081,655,426,1081,655,426,,,
130697,10,3271,1525,1746,3099,1445,1654,172,80,92
130776,10,4137,1922,2215,3067,1501,1566,1070,421,649
130794,10,15081,7056,8025,14854,6947,7907,227,109,118
130837,10,43,3,40,43,3,40,,,
130873,10,385,134,251,385,134,251,,,
130907,10,13231,4218,9013,3979,1606,2373,9252,2612,6640
130934,10,5828,2012,3816,4821,1624,3197,1007,388,619
130943,10,24221,10056,14165,21680,8909,12771,2541,1147,1394
130989,10,1074,504,570,639,329,310,435,175,260
131061,10,166,8,158,88,6,82,78,2,76
131113,10,14678,5754,8924,4952,2320,2632,9726,3434,6292
131159,10,13019,4819,8200,10438,3837,6601,2581,982,1599
131283,10,5171,2420,2751,3815,1796,2019,1356,624,732
131399,10,3855,1344,2511,1528,678,850,2327,666,1661
131405,10,73,65,8,65,62,3,8,3,5
131450,10,1364,551,813,1079,454,625,285,97,188
131469,10,25568,9745,15823,18049,7040,11009,7519,2705,4814
131496,10,20392,9141,11251,15453,6754,8699,4939,2387,2552
131520,10,13416,3973,9443,12060,3474,8586,1356,499,857
131803,10,353,77,276,36,21,15,317,56,261
131830,10,25,10,15,25,10,15,,,
131876,10,1865,100,1765,1043,29,1014,822,71,751
131973,10,450,247,203,147,83,64,303,164,139
132374,10,2953,2480,473,2953,2480,473,,,
132408,10,352,175,177,186,86,100,166,89,77
132471,10,6836,2325,4511,4412,1483,2929,2424,842,1582
132602,10,2515,921,1594,2404,878,1526,111,43,68
132657,10,3501,1653,1848,2984,1443,1541,517,210,307
132675,10,81,53,28,40,25,15,41,28,13
132693,10,13601,5533,8068,4367,2029,2338,9234,3504,5730
132709,10,29140,11636,17504,9462,4208,5254,19678,7428,12250
132842,10,787,108,679,589,82,507,198,26,172
132851,10,5747,2131,3616,2454,970,1484,3293,1161,2132
132879,10,136,101,35,130,98,32,6,3,3
132903,10,69233,31324,37909,46570,21340,25230,22663,9984,12679
132976,10,310,188,122,310,188,122,,,
133021,10,1820,716,1104,714,332,382,1106,384,722
133155,10,767,348,419,450,240,210,317,108,209
133386,10,11807,4742,7065,4530,2083,2447,7277,2659,4618
133465,10,468,115,353,387,99,288,81,16,65
133492,10,1986,585,1401,1927,569,1358,59,16,43
133508,10,13860,5045,8815,5394,2170,3224,8466,2875,5591
133526,10,1175,613,562,1152,600,552,23,13,10
133553,10,11070,7895,3175,7867,5688,2179,3203,2207,996
133650,10,9265,3131,6134,7973,2680,5293,1292,451,841
133669,10,30790,13190,17600,20948,8989,11959,9842,4201,5641
133702,10,20530,7418,13112,6245,2412,3833,14285,5006,9279
133711,10,2441,778,1663,2369,753,1616,72,25,47
133809,10,657,315,342,580,284,296,77,31,46
133845,10,140,11,129,108,9,99,32,2,30
133854,10,137,22,115,137,22,115,,,
133863,10,132,22,110,132,22,110,,,
133872,10,1692,329,1363,803,158,645,889,171,718
133881,10,8516,3932,4584,4194,2664,1530,4322,1268,3054
133951,10,53953,23355,30598,33332,14071,19261,20621,9284,11337
133960,10,854,365,489,370,200,170,484,165,319
133979,10,1365,627,738,1247,584,663,118,43,75
133997,10,130,53,77,130,53,77,,,
134024,10,32,14,18,32,14,18,,,
134079,10,3194,1161,2033,2909,1078,1831,285,83,202
134097,10,43234,18139,25095,35545,15115,20430,7689,3024,4665
134130,10,54814,23839,30975,44377,19654,24723,10437,4185,6252
134228,10,30,11,19,26,10,16,4,1,3
134237,10,26421,18062,8359,26421,18062,8359,,,
134291,10,652,532,120,534,436,98,118,96,22
134307,10,922,855,67,221,213,8,701,642,59
134343,10,4959,1765,3194,1941,747,1194,3018,1018,2000
134422,10,19,0,19,18,0,18,1,0,1
134495,10,20004,8154,11850,9651,4417,5234,10353,3737,6616
134510,10,156,80,76,73,38,35,83,42,41
134529,10,286,36,250,286,36,250,,,
134574,10,138,20,118,138,20,118,,,
134608,10,15104,6049,9055,5915,2612,3303,9189,3437,5752
134714,10,191,27,164,69,14,55,122,13,109
134945,10,3957,1416,2541,3146,1189,1957,811,227,584
135081,10,20102,5920,14182,13236,4198,9038,6866,1722,5144
135142,10,239,1,238,37,0,37,202,1,201
135160,10,2837,922,1915,993,330,663,1844,592,1252
135179,10,822,437,385,529,272,257,293,165,128
135188,10,5064,1930,3134,1705,695,1010,3359,1235,2124
135267,10,696,508,188,696,508,188,,,
135276,10,1461,921,540,701,399,302,760,522,238
135294,10,388,226,162,263,155,108,125,71,54
135337,10,85,5,80,40,5,35,45,0,45
135364,10,556,389,167,106,67,39,450,322,128
135391,10,8411,3130,5281,3787,1558,2229,4624,1572,3052
135407,10,1117,677,440,845,516,329,272,161,111
135522,10,512,310,202,323,204,119,189,106,83
135559,10,65,10,55,39,8,31,26,2,24
135610,10,112,44,68,51,13,38,61,31,30
135647,10,730,467,263,218,157,61,512,310,202
135717,10,39139,16202,22937,18359,7776,10583,20780,8426,12354
135726,10,19593,8853,10740,18388,8388,10000,1205,465,740
135735,10,2743,2097,646,396,334,62,2347,1763,584
136109,10,117,3,114,69,1,68,48,2,46
136145,10,1281,406,875,409,148,261,872,258,614
136172,10,16453,6651,9802,11730,4808,6922,4723,1843,2880
136215,10,20877,5925,14952,15668,4754,10914,5209,1171,4038
136233,10,5160,2042,3118,2173,912,1261,2987,1130,1857
136303,10,994,416,578,148,30,118,846,386,460
136330,10,3875,1412,2463,2842,970,1872,1033,442,591
136358,10,24369,9616,14753,7411,3280,4131,16958,6336,10622
136400,10,9449,3670,5779,3698,1540,2158,5751,2130,3621
136473,10,8518,3053,5465,3397,1272,2125,5121,1781,3340
136491,10,1018,597,421,578,374,204,440,223,217
136516,10,7963,2766,5197,2683,955,1728,5280,1811,3469
136659,10,410,338,72,166,127,39,244,211,33
136701,10,140,138,2,107,106,1,33,32,1
136765,10,375,192,183,325,167,158,50,25,25
136774,10,1722,444,1278,1698,436,1262,24,8,16
136826,10,868,562,306,349,218,131,519,344,175
136950,10,3013,1225,1788,2768,1139,1629,245,86,159
137023,10,369,186,183,369,186,183,,,
137032,10,10231,4264,5967,5208,2065,3143,5023,2199,2824
137078,10,23350,9076,14274,7422,3304,4118,15928,5772,10156
137087,10,1421,734,687,811,468,343,610,266,344
137096,10,12698,5815,6883,3023,1566,1457,9675,4249,5426
137120,10,1102,707,395,498,311,187,604,396,208
137209,10,14104,6026,8078,4870,2284,2586,9234,3742,5492
137245,10,1469,741,728,1469,741,728,,,
137272,10,29,27,2,29,27,2,,,
137281,10,7066,2590,4476,1859,701,1158,5207,1889,3318
137315,10,2976,1022,1954,1123,448,675,1853,574,1279
137351,10,48572,20567,28005,37029,15827,21202,11543,4740,6803
137476,10,6455,2697,3758,3913,1720,2193,2542,977,1565
137546,10,3669,1553,2116,3232,1366,1866,437,187,250
137564,10,10400,4253,6147,4802,1869,2933,5598,2384,3214
137591,10,288,61,227,185,53,132,103,8,95
137713,10,277,108,169,217,92,125,60,16,44
137759,10,11699,5044,6655,6920,3204,3716,4779,1840,2939
137777,10,34,34,0,34,34,0,,,
137847,10,11054,4577,6477,10377,4300,6077,677,277,400
137856,10,232,132,100,110,69,41,122,63,59
137865,10,464,270,194,452,259,193,12,11,1
137953,10,397,234,163,293,179,114,104,55,49
137962,10,189,97,92,153,79,74,36,18,18
138187,10,42524,17394,25130,17193,7426,9767,25331,9968,15363
138275,10,891,451,440,730,381,349,161,70,91
138284,10,201,107,94,196,102,94,5,5,0
138293,10,930,619,311,863,582,281,67,37,30
138309,10,3034,396,2638,1393,208,1185,1641,188,1453
138354,10,14371,5676,8695,7165,3041,4124,7206,2635,4571
138372,10,1418,934,484,210,84,126,1208,850,358
138479,10,850,485,365,850,485,365,,,
138488,10,2803,1735,1068,171,61,110,2632,1674,958
138497,10,275,185,90,275,185,90,,,
138558,10,3768,1489,2279,2473,1092,1381,1295,397,898
138600,10,1077,16,1061,1043,13,1030,34,3,31
138655,10,529,368,161,483,340,143,46,28,18
138664,10,113,43,70,113,43,70,,,
138682,10,2761,853,1908,930,328,602,1831,525,1306
138716,10,6544,1663,4881,4698,1256,3442,1846,407,1439
138761,10,294,114,180,221,106,115,73,8,65
138822,10,586,16,570,586,16,570,,,
138840,10,3493,1279,2214,1135,522,613,2358,757,1601
138868,10,2827,1306,1521,1161,609,552,1666,697,969
138901,10,1551,531,1020,615,232,383,936,299,637
138929,10,350,124,226,240,87,153,110,37,73
138938,10,319,25,294,189,14,175,130,11,119
138947,10,4135,987,3148,3841,899,2942,294,88,206
138956,10,4118,1525,2593,1427,590,837,2691,935,1756
139144,10,2370,868,1502,2250,829,1421,120,39,81
139153,10,375,168,207,249,102,147,126,66,60
139199,10,2420,336,2084,1601,206,1395,819,130,689
139205,10,1123,692,431,551,336,215,572,356,216
139250,10,3189,955,2234,1781,564,1217,1408,391,1017
139278,10,6722,2228,4494,1805,681,1124,4917,1547,3370
139311,10,5842,1802,4040,3154,985,2169,2688,817,1871
139348,10,157,64,93,111,41,70,46,23,23
139357,10,3153,980,2173,789,286,503,2364,694,1670
139366,10,7610,3043,4567,4612,1814,2798,2998,1229,1769
139384,10,6742,2470,4272,1663,667,996,5079,1803,3276
139393,10,928,437,491,866,405,461,62,32,30
139463,10,4902,1859,3043,2745,1072,1673,2157,787,1370
139506,10,54,43,11,54,43,11,,,
139579,10,698,158,540,646,151,495,52,7,45
139621,10,1756,758,998,1015,470,545,741,288,453
139630,10,896,465,431,727,395,332,169,70,99
139658,10,15046,5883,9163,13565,5286,8279,1481,597,884
139700,10,4955,1697,3258,1971,748,1223,2984,949,2035
139719,10,2763,928,1835,2424,824,1600,339,104,235
139746,10,60,16,44,60,16,44,,,
139755,10,47946,32325,15621,25178,15674,9504,22768,16651,6117
139764,10,3408,1098,2310,2085,635,1450,1323,463,860
139861,10,6811,2328,4483,5602,1990,3612,1209,338,871
139931,10,26041,10614,15427,19825,8313,11512,6216,2301,3915
139940,10,34974,13768,21206,26333,10545,15788,8641,3223,5418
139959,10,41615,17098,24517,37348,15428,21920,4267,1670,2597
139968,10,3129,1085,2044,1811,660,1151,1318,425,893
139986,10,5804,1811,3993,1431,461,970,4373,1350,3023
139995,10,451,144,307,235,87,148,216,57,159
140003,10,132,18,114,62,12,50,70,6,64
140012,10,9726,3937,5789,1981,951,1030,7745,2986,4759
140146,10,61,40,21,46,30,16,15,10,5
140234,10,671,360,311,642,347,295,29,13,16
140243,10,6145,2447,3698,1330,559,771,4815,1888,2927
140252,10,2711,1342,1369,2400,1207,1193,311,135,176
140331,10,9842,4263,5579,3059,1482,1577,6783,2781,4002
140340,10,555,92,463,320,74,246,235,18,217
140447,10,9124,3061,6063,7145,2518,4627,1979,543,1436
140553,10,2738,2737,1,2374,2374,0,364,363,1
140562,10,935,311,624,837,287,550,98,24,74
140571,10,343,154,189,261,116,145,82,38,44
140678,10,2696,1097,1599,861,404,457,1835,693,1142
140696,10,1522,580,942,1427,543,884,95,37,58
140720,10,344,143,201,304,130,174,40,13,27
140818,10,1840,501,1339,1297,401,896,543,100,443
140827,10,74,29,45,74,29,45,,,
140872,10,1170,625,545,1063,580,483,107,45,62
140942,10,3581,1417,2164,1264,609,655,2317,808,1509
140951,10,17575,5218,12357,14922,4447,10475,2653,771,1882
140960,10,3078,1103,1975,2520,889,1631,558,214,344
140988,10,1447,653,794,1128,533,595,319,120,199
141006,10,1725,822,903,723,392,331,1002,430,572
141060,10,3633,258,3375,2532,0,2532,1101,258,843
141167,10,1583,575,1008,932,404,528,651,171,480
141185,10,2532,931,1601,950,363,587,1582,568,1014
141237,10,2714,1241,1473,847,421,426,1867,820,1047
141255,10,4380,1459,2921,914,274,640,3466,1185,2281
141264,10,10151,3155,6996,6334,1989,4345,3817,1166,2651
141325,10,641,40,601,442,1,441,199,39,160
141334,10,12728,3897,8831,6556,2338,4218,6172,1559,4613
141361,10,1420,544,876,835,348,487,585,196,389
141486,10,2602,711,1891,2028,571,1457,574,140,434
141565,10,2781,989,1792,2048,742,1306,733,247,486
141574,10,19256,7597,11659,14194,5491,8703,5062,2106,2956
141608,10,70,36,34,70,36,34,,,
141644,10,4748,1706,3042,2907,935,1972,1841,771,1070
141680,10,3204,1638,1566,892,597,295,2312,1041,1271
141796,10,5822,1993,3829,1552,600,952,4270,1393,2877
141802,10,1298,499,799,246,121,125,1052,378,674
141811,10,6059,2359,3700,1641,783,858,4418,1576,2842
141839,10,2647,892,1755,602,222,380,2045,670,1375
141981,10,2863,997,1866,1436,514,922,1427,483,944
141990,10,2743,915,1828,515,188,327,2228,727,1501
142054,10,433,88,345,433,88,345,,,
142090,10,103,50,53,71,32,39,32,18,14
142115,10,26670,11447,15223,14870,6437,8433,11800,5010,6790
142179,10,2565,986,1579,679,289,390,1886,697,1189
142276,10,12614,5085,7529,7248,2934,4314,5366,2151,3215
142285,10,11849,5821,6028,8544,4258,4286,3305,1563,1742
142294,10,1076,530,546,1066,524,542,10,6,4
142328,10,3706,1335,2371,2021,752,1269,1685,583,1102
142407,10,93,9,84,93,9,84,,,
142443,10,3979,1509,2470,1379,635,744,2600,874,1726
142461,10,1774,680,1094,1242,506,736,532,174,358
142489,10,69,4,65,69,4,65,,,
142522,10,42996,19312,23684,16673,7975,8698,26323,11337,14986
142559,10,8775,3452,5323,1854,809,1045,6921,2643,4278
142832,10,1674,317,1357,1067,194,873,607,123,484
142887,10,90,28,62,72,22,50,18,6,12
142957,10,14,5,9,4,1,3,10,4,6
143048,10,3401,855,2546,3078,773,2305,323,82,241
143084,10,2484,1143,1341,2462,1128,1334,22,15,7
143118,10,5935,1698,4237,4652,1426,3226,1283,272,1011
143215,10,7955,3467,4488,2736,1299,1437,5219,2168,3051
143233,10,66,22,44,20,6,14,46,16,30
143279,10,3853,1497,2356,1237,552,685,2616,945,1671
143288,10,389,163,226,379,161,218,10,2,8
143297,10,195,14,181,107,9,98,88,5,83
143358,10,5217,2371,2846,4214,2125,2089,1003,246,757
143376,10,253,8,245,172,8,164,81,0,81
143464,10,87,0,87,77,0,77,10,0,10
143473,10,43,1,42,4,0,4,39,1,38
143482,10,8,0,8,2,0,2,6,0,6
143491,10,60,1,59,12,1,11,48,0,48
143552,10,32,1,31,12,0,12,20,1,19
143613,10,1688,593,1095,710,285,425,978,308,670
143659,10,198,127,71,109,90,19,89,37,52
143853,10,2671,894,1777,2630,886,1744,41,8,33
143978,10,1243,242,1001,808,147,661,435,95,340
144005,10,2324,702,1622,1391,459,932,933,243,690
144014,10,202,85,117,66,26,40,136,59,77
144050,10,18339,9931,8408,16499,8801,7698,1840,1130,710
144157,10,2780,1205,1575,994,480,514,1786,725,1061
144166,10,8011,2060,5951,2609,678,1931,5402,1382,4020
144175,10,2747,1205,1542,963,454,509,1784,751,1033
144184,10,6185,2584,3601,1510,625,885,4675,1959,2716
144193,10,5836,2785,3051,1723,1067,656,4113,1718,2395
144209,10,5859,2440,3419,2014,893,1121,3845,1547,2298
144218,10,7789,3574,4215,2304,1196,1108,5485,2378,3107
144281,10,6529,2521,4008,6146,2340,3806,383,181,202
144351,10,5066,1818,3248,1429,655,774,3637,1163,2474
144564,10,2149,886,1263,857,336,521,1292,550,742
144573,10,171,5,166,99,5,94,72,0,72
144740,10,21348,9569,11779,18733,8337,10396,2615,1232,1383
144795,10,377,117,260,359,116,243,18,1,17
144865,10,23216,10745,12471,7142,3697,3445,16074,7048,9026
144883,10,528,282,246,528,282,246,,,
144892,10,8804,3824,4980,4926,2116,2810,3878,1708,2170
144944,10,9614,4266,5348,2933,1484,1449,6681,2782,3899
144962,10,3906,1486,2420,3228,1163,2065,678,323,355
144971,10,527,268,259,508,258,250,19,10,9
145099,10,274,20,254,274,20,254,,,
145239,10,239,48,191,239,48,191,,,
145275,10,299,133,166,204,93,111,95,40,55
145309,10,42,14,28,42,14,28,,,
145336,10,4337,1599,2738,2661,1097,1564,1676,502,1174
145354,10,36,3,33,10,1,9,26,2,24
145372,10,1053,502,551,881,444,437,172,58,114
145406,10,494,10,484,173,5,168,321,5,316
145424,10,65,1,64,15,0,15,50,1,49
145433,10,121,2,119,44,0,44,77,2,75
145497,10,197,61,136,57,21,36,140,40,100
145521,10,1369,513,856,571,222,349,798,291,507
145558,10,1949,801,1148,1892,783,1109,57,18,39
145600,10,33522,14893,18629,28013,12753,15260,5509,2140,3369
145619,10,2989,1357,1632,2060,1028,1032,929,329,600
145628,10,483,128,355,465,124,341,18,4,14
145637,10,56563,30502,26061,47118,25042,22076,9445,5460,3985
145646,10,1576,816,760,1572,815,757,4,1,3
145682,10,7578,2991,4587,2233,1055,1178,5345,1936,3409
145691,10,958,444,514,913,433,480,45,11,34
145707,10,880,401,479,454,214,240,426,187,239
145725,10,8563,5399,3164,6571,4083,2488,1992,1316,676
145813,10,20989,8909,12080,18767,8111,10656,2222,798,1424
145831,10,2594,1101,1493,950,468,482,1644,633,1011
145886,10,120,24,96,107,19,88,13,5,8
146205,10,3120,1227,1893,1323,546,777,1797,681,1116
146278,10,1866,713,1153,797,326,471,1069,387,682
146296,10,9863,4396,5467,3745,1834,1911,6118,2562,3556
146339,10,1058,583,475,982,554,428,76,29,47
146348,10,2404,933,1471,940,441,499,1464,492,972
146366,10,3447,1400,2047,1170,447,723,2277,953,1324
146418,10,2807,1157,1650,1006,451,555,1801,706,1095
146427,10,1001,478,523,996,478,518,5,0,5
146454,10,60,1,59,60,1,59,,,
146472,10,12290,5405,6885,4040,2024,2016,8250,3381,4869
146481,10,1818,775,1043,1780,754,1026,38,21,17
146490,10,275,112,163,,,,275,112,163
146506,10,3699,1531,2168,1706,708,998,1993,823,1170
146533,10,81,14,67,56,10,46,25,4,21
146603,10,4196,1793,2403,1327,588,739,2869,1205,1664
146612,10,6636,3355,3281,4664,2476,2188,1972,879,1093
146667,10,185,106,79,59,29,30,126,77,49
146685,10,5238,1962,3276,1744,835,909,3494,1127,2367
146700,10,1345,998,347,1345,998,347,,,
146719,10,17397,5445,11952,14973,4675,10298,2424,770,1654
146728,10,114,51,63,78,35,43,36,16,20
146755,10,76,9,67,49,6,43,27,3,24
146807,10,68,3,65,23,1,22,45,2,43
146816,10,317,18,299,284,13,271,33,5,28
146977,10,133,85,48,114,78,36,19,7,12
147004,10,9051,3943,5108,2083,1041,1042,6968,2902,4066
147013,10,2075,943,1132,1683,840,843,392,103,289
147031,10,69,23,46,41,12,29,28,11,17
147129,10,391,37,354,185,18,167,206,19,187
147244,10,1659,732,927,1501,688,813,158,44,114
147341,10,727,379,348,725,377,348,2,2,0
147369,10,2216,1169,1047,1452,744,708,764,425,339
147378,10,11144,5518,5626,4050,2017,2033,7094,3501,3593
147396,10,54,50,4,52,48,4,2,2,0
147411,10,3653,1531,2122,1075,478,597,2578,1053,1525
147536,10,8270,1808,6462,4656,1168,3488,3614,640,2974
147590,10,513,200,313,464,187,277,49,13,36
147642,10,55,2,53,11,0,11,44,2,42
147660,10,2856,1298,1558,2724,1240,1484,132,58,74
147679,10,2624,1080,1544,1896,800,1096,728,280,448
147697,10,6,3,3,6,3,3,,,
147703,10,15504,7047,8457,11878,5556,6322,3626,1491,2135
147767,10,23203,10508,12695,19451,8878,10573,3752,1630,2122
147776,10,5504,2211,3293,2891,1227,1664,2613,984,1629
147800,10,7032,3367,3665,2141,1152,989,4891,2215,2676
147819,10,67,0,67,67,0,67,,,
147828,10,3275,1344,1931,2481,1120,1361,794,224,570
147916,10,6018,2774,3244,2080,1090,990,3938,1684,2254
148007,10,3045,1212,1833,893,375,518,2152,837,1315
148016,10,338,202,136,332,197,135,6,5,1
148098,10,58,1,57,41,1,40,17,0,17
148131,10,1280,705,575,1030,593,437,250,112,138
148256,10,1871,744,1127,955,391,564,916,353,563
148292,10,2214,740,1474,451,169,282,1763,571,1192
148380,10,5480,2510,2970,2405,1183,1222,3075,1327,1748
148405,10,1249,555,694,979,468,511,270,87,183
148487,10,4015,1508,2507,3232,1311,1921,783,197,586
148496,10,3424,940,2484,2545,715,1830,879,225,654
148511,10,2782,629,2153,1758,489,1269,1024,140,884
148575,10,523,67,456,196,34,162,327,33,294
148584,10,3185,902,2283,1333,471,862,1852,431,1421
148593,10,93,9,84,69,8,61,24,1,23
148627,10,3457,1272,2185,3007,1124,1883,450,148,302
148654,10,4661,2267,2394,2732,1291,1441,1929,976,953
148672,10,1433,553,880,639,268,371,794,285,509
148821,10,1142,419,723,486,193,293,656,226,430
148876,10,774,114,660,478,62,416,296,52,244
148885,10,203,173,30,126,124,2,77,49,28
148937,10,1392,632,760,528,243,285,864,389,475
148955,10,2,0,2,2,0,2,,,
148982,10,97,36,61,44,13,31,53,23,30
148991,10,1225,392,833,445,155,290,780,237,543
149028,10,228,18,210,106,7,99,122,11,111
149204,10,57,1,56,57,1,56,,,
149222,10,11359,5467,5892,8988,4188,4800,2371,1279,1092
149231,10,12045,5163,6882,8967,3940,5027,3078,1223,1855
