data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,16,182837028,279.800,1,17523068
2024,5,183933188,9525.440,1,17688714
2024,5,182837050,1814.369,1,17523069
2024,7,183933191,28.350,1,17688715
2024,12,183933196,4.530,1,17688717
2024,8,183933198,0.500,1,17688718
2024,12,183933201,3.000,1,17688719
2024,1,183933202,1.100,1,17688720
2024,12,182837080,1.000,11,17523074
2024,12,183933207,1.370,1,17688721
2024,12,183933210,2.690,1,17688722
2024,16,185605681,12.980,1,17948877
2024,12,185605684,0.900,1,17948878
2024,12,183933230,1.000,1,17688726
2024,11,183933250,6.000,9,17688730
2024,15,183933250,40.000,9,17688731
2024,12,183933259,3.000,9,17688732
2024,12,183933261,4.000,1,17688734
2024,12,183933262,13.830,1,17688735
2024,1,185605690,5.100,1,17948879
2024,16,183933275,109.424,1,17688737
2024,12,183933276,16.500,1,17688738
2024,12,183933282,884.000,1,17688739
2024,11,183933283,3.240,1,17688740
2024,12,183933283,6.320,1,17688741
2024,12,186592075,1.110,1,18094375
2024,12,183933289,33.100,1,17688743
2024,12,183933290,16.800,1,17688744
2024,1,185605693,0.666,1,17948880
2024,12,185605693,3.542,1,17948881
2024,1,185605694,5.230,1,17948882
2024,2,183933314,1.000,1,17688748
2024,12,183933316,18.100,1,17688749
2024,16,183933321,56.500,9,17688750
2024,16,183933321,982.119,1,17688751
2024,17,183933329,4.529,1,17688752
2024,2,185605702,23.000,1,17948883
2024,7,185605702,1.000,9,17948884
2024,5,183933335,680.389,1,17688756
2024,6,183933335,192.228,5,17688757
2024,2,185605705,7.000,1,17948886
2024,16,185605711,9.703,1,17948887
2024,16,185605712,1.070,1,17948888
2024,17,185605714,15.200,1,17948889
2024,12,183933398,1.334,1,17688761
2024,4,183933399,0.493,1,17688762
2024,17,186592081,5.190,1,18094377
2024,12,183933409,0.400,1,17688763
2024,12,186592083,20.710,1,18094378
2024,12,185605744,2.310,1,17948892
2024,2,183933429,1.110,1,17688766
2024,4,183933437,0.258,1,17688767
2024,12,183933437,0.303,1,17688768
2024,12,185605750,2.000,1,17948893
2024,12,185605752,18.800,1,17948894
2024,12,186120604,13.200,1,18028568
2024,12,185605756,1.918,1,17948896
2024,2,183933457,1.400,1,17688772
2024,11,186592085,10.200,1,18094379
2024,16,186592085,3.000,9,18094380
2024,2,185605771,1.530,1,17948899
2024,12,183933465,1.000,11,17688773
2024,12,185605772,5.700,1,17948900
2024,12,183933470,0.695,1,17688774
2024,12,185605776,3.120,1,17948901
2024,12,185605778,4.108,1,17948902
2024,12,185605782,8.982,1,17948903
2024,12,185605783,0.082,1,17948904
2024,12,186080097,1.000,1,18022547
2024,12,183933491,1.117,1,17688779
2024,12,183933497,6.300,1,17688782
2024,12,186080099,3.100,1,18022548
2024,12,185605805,8.600,1,17948909
2024,11,183933515,96.360,1,17688783
2024,12,183933515,18.490,1,17688784
2024,16,183933515,12.000,9,17688785
2024,12,186592092,44.580,1,18094382
2024,12,185605826,1.372,1,17948911
2024,12,185605832,5.000,1,17948912
2024,16,185605832,4.500,1,17948913
2024,5,185605838,28906.087,1,17948914
2024,16,188183242,1.000,9,18339084
2024,16,188183242,1.859,1,18339085
2024,17,188183242,3.295,1,18339086
2024,12,185605845,6.000,1,17948916
2024,17,186592099,15.900,1,18094386
2024,12,185605849,4.470,1,17948918
2024,16,186592104,1.270,1,18094387
2024,12,185605872,0.451,1,17948919
2024,12,186592108,1.600,1,18094389
2024,12,185605878,2.970,1,17948921
2024,2,186120613,1.092,1,18028570
2024,5,186120613,3.933,1,18028571
2024,12,186120613,0.519,1,18028572
2024,12,185605884,9.000,1,17948923
2024,12,190427059,8.570,1,18667222
2024,5,185605915,350.702,1,17948926
2024,2,185605927,68.670,1,17948928
2024,4,185605927,25.630,1,17948929
2024,16,186592124,2.060,1,18094391
2024,5,186592125,1905.088,1,18094392
2024,5,186592125,1000.000,5,18094393
2024,16,186592125,453.592,1,18094394
2024,12,186592129,1.000,1,18094395
2024,12,185605946,2.700,1,17948934
2024,5,186080113,288.000,9,18022553
2024,12,185605996,4.900,1,17948937
2024,12,186592142,0.900,1,18094396
2024,5,186592147,4.820,1,18094397
2024,12,186592147,22.090,1,18094398
2024,2,185606019,7.030,1,17948939
2024,12,185606019,4.469,1,17948940
2024,12,186592149,4.000,1,18094399
2024,12,186592153,2.500,1,18094400
2024,16,188183255,25.500,1,18339088
2024,12,189317009,0.820,1,18511370
2024,12,186592169,0.300,1,18094401
2024,5,186592176,30.000,9,18094402
2024,5,186592176,6.000,1,18094403
2024,16,185606072,60.700,1,17948947
2024,5,185606073,4.490,1,17948948
2024,12,185606073,0.330,1,17948949
2024,2,186592187,16.100,1,18094404
2024,12,185606077,5.715,1,17948950
2024,12,187628041,1.000,11,18253865
2024,4,186592196,0.400,1,18094406
2024,12,186592197,1.300,1,18094407
2024,12,186592199,0.300,1,18094408
2024,12,185606089,5.130,1,17948952
2024,17,185606089,13.830,1,17948953
2024,12,188183258,65.200,1,18339089
2024,12,186592204,13.300,1,18094409
2024,12,190728717,1.580,1,18714667
2024,12,186592211,5.000,1,18094410
2024,12,186592212,40.180,1,18094411
2024,12,185606098,10.000,1,17948954
2024,5,186592231,1632.933,1,18094413
2024,5,186592240,0.800,1,18094416
2024,12,186592243,11.910,1,18094417
2024,16,186592248,483.680,1,18094418
2024,12,188183271,3.110,1,18339090
2024,16,186592258,1.000,9,18094419
2024,2,186592289,8.821,1,18094420
2024,12,186592289,21.626,1,18094421
2024,5,186592301,0.810,1,18094426
2024,12,186592303,0.249,1,18094427
2024,12,188183285,10.100,1,18339091
2024,16,188210581,3.600,1,18342095
2024,16,186592313,7.400,1,18094430
2024,12,186592326,4.030,1,18094431
2024,5,186592334,285.630,1,18094433
2024,12,186592359,10.500,1,18094434
2024,12,186592374,48.957,1,18094436
2024,16,186592374,0.484,1,18094437
2024,12,186592377,2.660,1,18094439
2024,12,186592388,16.310,1,18094440
2024,12,186592399,0.820,1,18094441
2024,16,186592399,133.000,9,18094442
2024,12,186592402,421.841,1,18094443
2024,15,186592402,1.000,11,18094444
2024,12,188183314,0.972,1,18339094
2024,12,186592418,2.859,1,18094446
2024,12,188183316,5.331,1,18339095
2024,16,186592425,1.000,11,18094447
2024,12,186592427,4.000,9,18094448
2024,12,186592433,1.750,1,18094449
2024,16,188183319,1.000,11,18339096
2024,5,194616536,2540.117,1,19268227
2024,2,188183324,0.600,1,18339097
2024,12,188183335,75.000,1,18339098
2024,12,188183339,176.334,1,18339100
2024,12,188183340,11.300,1,18339101
2024,12,186592498,5.280,1,18094453
2024,16,186592498,3.800,1,18094454
2024,16,186592501,0.670,1,18094455
2024,12,186592506,1.500,1,18094456
2024,12,186592509,1.061,1,18094457
2024,12,189436104,10.654,1,18527611
2024,16,189436104,10.000,9,18527612
2024,16,189317020,2.400,1,18511373
2024,16,198104542,0.600,1,19759370
2024,16,188183382,1.520,1,18339107
2024,4,188183398,6.692,1,18339109
2024,12,188183398,18.307,1,18339110
2024,2,188183403,22.200,1,18339111
2024,12,188183403,9.000,1,18339112
2024,12,188183417,1.700,1,18339113
2024,12,188183426,4.800,1,18339116
2024,2,189317026,0.400,1,18511374
2024,2,188183449,0.714,1,18339118
2024,12,189317027,12.000,1,18511375
2024,17,188183452,3.125,1,18339120
2024,5,188183457,97.400,1,18339122
2024,12,188183457,185.800,1,18339123
2024,12,189317031,2.900,1,18511376
2024,2,188183470,0.500,1,18339124
2024,16,188183470,17.000,9,18339125
2024,12,188183485,1.000,9,18339126
2024,12,188183493,1.810,1,18339127
2024,5,188183498,1088.622,1,18339128
2024,16,188183504,17.790,1,18339130
2024,16,188183514,1.173,1,18339131
2024,12,193565813,28.030,1,19125073
2024,12,190728728,3.500,1,18714669
2024,2,188183526,618.000,1,18339136
2024,12,188183527,3.160,1,18339137
2024,12,188183532,2.300,1,18339138
2024,12,188183535,10.100,1,18339139
2024,12,188183539,17.100,1,18339140
2024,12,189317047,2.700,1,18511377
2024,5,189317048,99.223,1,18511378
2024,16,189317048,1.000,11,18511379
2024,12,188183557,14.501,1,18339146
2024,5,188183559,9.000,9,18339147
2024,5,188183559,23.300,1,18339148
2024,12,188183567,3.500,1,18339149
2024,5,188183576,2721.554,1,18339150
2024,12,188183578,3.975,1,18339151
2024,12,188183580,0.600,1,18339152
2024,12,189317064,2.184,1,18511381
2024,5,189317067,10.200,1,18511382
2024,12,188183596,1.070,1,18339153
2024,4,188183598,15.000,5,18339155
2024,12,188183602,7110.000,1,18339156
2024,17,189317073,1.000,11,18511384
2024,12,190650344,1.000,1,18700685
2024,12,189317095,6.500,1,18511386
2024,1,189317099,10.118,1,18511387
2024,2,189317101,15.000,1,18511389
2024,8,189317104,0.300,1,18511390
2024,16,190728734,1.887,1,18714671
2024,12,189317154,0.268,1,18511397
2024,16,189317160,5.200,1,18511398
2024,16,189317161,17.500,1,18511399
2024,16,190728737,5.000,9,18714672
2024,2,190728738,2.711,1,18714673
2024,12,189436110,29.290,1,18527613
2024,12,189317184,141.310,1,18511403
2024,12,189317193,11.392,1,18511406
2024,8,184542397,0.350,1,17783373
2024,12,184542416,3.220,1,17783377
2024,11,185835280,20.094,1,17980499
2024,12,185835282,0.585,1,17980500
2024,11,198303262,25.019,1,19785302
2024,12,185835288,0.500,1,17980502
2024,12,193717115,6.680,1,19150435
2024,12,193717116,1.690,1,19150436
2024,12,196888014,1.000,9,19575724
2024,12,196888017,0.715,1,19575725
2024,12,183115337,0.780,1,17566644
2024,12,180177378,0.500,1,17124586
2024,12,180177379,2.000,1,17124587
2024,17,180177385,0.600,1,17124588
2024,12,180177402,11.000,1,17124589
2024,12,180177411,6.100,1,17124590
2024,12,180177419,1.600,1,17124591
2024,12,180177429,1.000,11,17124592
2024,2,180177430,1.000,11,17124593
2024,12,180177432,14.100,1,17124594
2024,5,180177434,29.500,1,17124595
2024,13,180177465,0.800,1,17124596
2024,5,180177465,4.000,1,17124597
2024,12,180177534,2.500,1,17124599
2024,12,180177537,3.400,1,17124600
2024,12,180177557,0.001,1,17124601
2024,2,180177560,2.400,4,17124602
2024,12,180177574,13.100,1,17124603
2024,12,180177576,1.000,11,17124604
2024,12,180177578,1.500,1,17124605
2024,12,180177580,1.000,11,17124606
2024,12,180177582,0.900,1,17124607
2024,12,180177589,11.700,1,17124609
2024,12,180177601,3.400,1,17124610
2024,12,180177627,1.000,9,17124611
2024,2,180177648,0.800,1,17124612
2024,5,180177648,1.000,11,17124613
2024,12,181435883,1.200,3,17311879
2024,7,181435903,0.200,1,17311880
2024,15,181435952,0.500,1,17311892
2024,12,181435955,4.000,1,17311893
2024,12,181435975,12.100,1,17311896
2024,5,181435975,0.200,1,17311897
2024,12,181436024,4.600,1,17311906
2024,12,193359703,3.400,1,19093381
2024,12,193359704,3.925,3,19093382
2024,2,181436117,0.400,1,17311921
2024,12,181436142,2.000,1,17311922
2024,12,181436163,4.000,1,17311928
2024,8,181436163,16.500,1,17311929
2024,12,181436165,4.200,1,17311930
2024,2,181436182,2.400,1,17311931
2024,12,181436195,1.400,1,17311932
2024,12,181436204,10.500,1,17311933
2024,4,181436220,1.300,1,17311934
2024,2,181436222,0.250,1,17311935
2024,12,181436247,3.900,1,17311937
2024,8,181436257,8.000,9,17311938
2024,13,181436261,1.000,11,17311939
2024,12,181436262,0.900,1,17311940
2024,12,181436263,15.200,1,17311941
2024,12,181436283,0.700,1,17311942
2024,17,181436284,1.000,11,17311943
2024,12,181436288,9.100,1,17311944
2024,12,183086715,0.010,1,17559257
2024,12,183086725,13.800,1,17559258
2024,12,188197536,1.300,1,18340817
2024,2,183086733,3.500,1,17559260
2024,12,183087561,1.200,1,17559322
2024,12,183087569,7.200,1,17559323
2024,12,183087574,3.000,1,17559324
2024,8,183087590,14.000,1,17559326
2024,12,183087590,2.000,1,17559327
2024,7,183087590,0.010,1,17559328
2024,12,183087591,0.900,1,17559329
2024,12,183087593,4.100,1,17559330
2024,12,183087622,20.000,1,17559331
2024,12,189600410,3.700,1,18551587
2024,8,183087643,0.200,1,17559334
2024,12,183087646,2.200,1,17559335
2024,12,183087648,0.500,1,17559336
2024,12,191954130,2.900,1,18891592
2024,12,183087654,1.000,11,17559338
2024,13,186936675,1.000,11,18144823
2024,14,183087682,2.000,1,17559339
2024,12,183087685,21.600,1,17559340
2024,12,183087689,2.300,1,17559341
2024,12,183087701,3.000,1,17559343
2024,12,183087717,1.100,1,17559344
2024,12,183087727,1.000,9,17559346
2024,12,183087735,1.100,1,17559347
2024,8,183087752,4.200,1,17559348
2024,12,183087762,30.400,1,17559349
2024,12,185589783,190.000,4,17946014
2024,12,183087781,3.000,1,17559351
2024,12,186936679,15.200,1,18144824
2024,12,191954132,1.900,1,18891593
2024,16,183087795,1.000,11,17559354
2024,12,183087796,0.500,1,17559355
2024,12,184032161,27.000,4,17704705
2024,12,183087809,16.100,1,17559356
2024,12,183087819,2.200,1,17559357
2024,12,183087828,1.400,1,17559359
2024,12,183087829,1.000,1,17559360
2024,12,191954135,13.000,1,18891594
2024,12,184032174,2.200,1,17704706
2024,12,184032184,1.000,11,17704707
2024,5,184032191,1.000,3,17704708
2024,12,184032200,10.900,1,17704709
2024,12,184032202,1.100,1,17704710
2024,16,184032211,0.010,1,17704711
2024,12,184032211,0.010,1,17704712
2024,4,184032212,6.300,1,17704713
2024,16,184032214,14.800,1,17704714
2024,4,184032214,18.600,1,17704715
2024,12,184032216,2.000,1,17704716
2024,12,184032218,3.500,1,17704717
2024,16,184032219,31.400,1,17704718
2024,12,184032219,0.900,1,17704719
2024,12,188197537,1.000,11,18340818
2024,12,184032233,13.100,1,17704721
2024,1,184032250,1.000,9,17704722
2024,12,184032254,0.400,1,17704723
2024,12,184032279,1.000,11,17704727
2024,8,184032286,1.200,1,17704728
2024,12,184032302,1.500,1,17704729
2024,12,184032305,15.500,1,17704730
2024,12,184032315,14.700,1,17704731
2024,12,184032319,7.800,1,17704732
2024,8,184032327,9.900,1,17704733
2024,16,184032327,1.000,11,17704734
2024,12,184032328,6.300,1,17704735
2024,12,184032329,3.100,1,17704736
2024,12,184032332,3.100,1,17704737
2024,12,185589813,1.000,11,17946016
2024,12,184032342,1.300,1,17704738
2024,12,184032343,0.600,1,17704739
2024,12,184032369,0.800,1,17704741
2024,12,184032392,1.300,1,17704742
2024,12,184032401,12.100,1,17704743
2024,8,184032405,0.010,1,17704744
2024,12,184032408,0.500,1,17704745
2024,8,185589860,0.500,1,17946022
2024,4,185589876,0.600,1,17946023
2024,12,184032419,1.100,1,17704746
2024,8,185589890,6.000,9,17946024
2024,12,188197542,3.100,1,18340819
2024,12,185589910,10.400,1,17946026
2024,12,185589933,19.000,1,17946033
2024,12,185589961,1.000,1,17946036
2024,2,185589977,5.700,1,17946040
2024,12,185590013,2.100,4,17946045
2024,7,185590031,1.000,11,17946049
2024,12,185590045,0.800,1,17946050
2024,12,185590056,3.000,1,17946052
2024,12,185590064,1.000,1,17946055
2024,12,185590073,1.000,1,17946056
2024,15,185590119,6.200,1,17946065
2024,12,189600434,53.200,1,18551590
2024,12,185590160,1.900,1,17946070
2024,12,185590167,7.000,1,17946071
2024,12,185590176,1.000,11,17946073
2024,12,185590185,11.200,1,17946074
2024,12,185590207,1.900,1,17946078
2024,12,185590222,37.900,1,17946083
2024,17,185590236,0.001,1,17946086
2024,12,185590303,1.000,11,17946090
2024,12,186936699,79.000,4,18144830
2024,15,185590315,1.000,1,17946091
2024,12,185590322,1.000,1,17946092
2024,5,185590322,270.200,1,17946093
2024,12,185590327,12.700,1,17946094
2024,5,185590333,1.000,11,17946095
2024,12,185590360,0.300,1,17946097
2024,12,185590369,5.100,1,17946098
2024,5,185590392,1.000,11,17946100
2024,5,186936715,0.020,1,18144836
2024,12,185590405,1.600,1,17946101
2024,16,185590405,1.000,9,17946102
2024,12,185590408,2.900,1,17946103
2024,12,188197546,3.320,1,18340820
2024,8,185590419,1.000,1,17946104
2024,12,185590420,3.840,1,17946105
2024,12,186936730,1.000,3,18144837
2024,5,185590421,1401.777,1,17946106
2024,13,185590421,45.000,1,17946107
2024,12,185590423,2.000,9,17946108
2024,5,194628112,1.000,1,19269818
2024,16,194628112,3.000,1,19269819
2024,8,185590427,1.000,1,17946109
2024,17,185590429,1.000,9,17946110
2024,16,185590431,8.500,1,17946111
2024,12,185590432,6.400,1,17946112
2024,12,185590433,1.000,11,17946113
2024,12,185590437,3.700,1,17946114
2024,12,189600437,3.800,1,18551591
2024,12,186936752,1.200,1,18144841
2024,12,186936773,0.500,1,18144843
2024,12,186936788,5.500,1,18144845
2024,12,186936856,2.200,1,18144858
2024,12,186936870,1.000,1,18144859
2024,12,186936886,0.010,1,18144861
2024,12,186936888,0.400,1,18144862
2024,12,186936899,100.000,1,18144866
2024,12,186936901,2.500,1,18144868
2024,12,188197551,22.400,1,18340821
2024,8,186936909,2.300,1,18144869
2024,12,186936936,2.400,1,18144876
2024,5,190636008,132.000,1,18698681
2024,11,190636008,26.000,1,18698682
2024,5,186936961,3.000,9,18144879
2024,8,186936963,2.000,1,18144880
2024,12,188197555,1.000,11,18340822
2024,8,186936987,1.000,11,18144882
2024,13,186936993,1.000,1,18144883
2024,16,186937035,100.000,9,18144884
2024,12,188197567,4.000,4,18340823
2024,12,186937062,0.700,1,18144886
2024,12,186937065,1.000,11,18144887
2024,12,186937076,2.400,1,18144889
2024,12,186937097,1.400,1,18144891
2024,12,186937131,1.000,11,18144892
2024,16,186937144,2.000,9,18144893
2024,12,186937160,1.000,11,18144894
2024,12,191954145,1.700,1,18891595
2024,12,186937167,0.800,1,18144896
2024,13,186937172,1.000,11,18144898
2024,5,186937225,1.000,11,18144899
2024,16,186937229,2.000,9,18144900
2024,8,191954147,5.400,1,18891596
2024,5,186937236,1.000,11,18144902
2024,5,186937255,8.700,1,18144903
2024,12,186937256,0.500,1,18144904
2024,12,188197602,2.300,1,18340826
2024,12,188197604,1.000,1,18340827
2024,12,188197607,51.700,1,18340828
2024,12,191954150,14.400,1,18891597
2024,12,188197615,5.600,1,18340830
2024,12,191954151,0.500,1,18891598
2024,5,188197627,493.200,1,18340833
2024,16,188197637,30.000,9,18340834
2024,12,188197669,3.000,1,18340836
2024,16,188197674,174.000,1,18340837
2024,12,188197674,0.993,4,18340838
2024,12,188197678,3.000,1,18340839
2024,16,188197696,50.000,9,18340840
2024,5,188197768,1.000,11,18340841
2024,5,188197794,1.000,11,18340842
2024,12,188197803,1.000,1,18340843
2024,12,188197813,1.000,11,18340844
2024,12,188197832,2.600,1,18340848
2024,12,188197857,1.200,1,18340849
2024,2,188197894,0.500,1,18340851
2024,12,188197928,0.300,1,18340854
2024,12,188197963,4.800,1,18340857
2024,12,188198003,0.100,1,18340858
2024,12,189600459,14.000,1,18551597
2024,12,188198020,0.400,1,18340861
2024,12,188198026,1.000,11,18340862
2024,16,188198049,1.000,1,18340864
2024,1,188198049,1.000,1,18340865
2024,12,188198061,2.600,1,18340866
2024,16,188198071,1.000,9,18340867
2024,2,188202643,1.700,1,18341206
2024,12,188202646,52.200,1,18341207
2024,12,188202649,4.200,1,18341208
2024,12,188202652,0.200,1,18341209
2024,12,188202661,11.800,1,18341210
2024,12,188202662,10.900,1,18341211
2024,12,188202673,7.400,1,18341212
2024,12,188202693,1.500,1,18341213
2024,12,188202699,5.600,1,18341214
2024,12,188202702,6.800,1,18341215
2024,12,188202703,2.300,1,18341216
2024,12,188202704,4.000,1,18341217
2024,12,189317212,3.070,1,18511407
2024,5,189317221,454.000,1,18511408
2024,12,189317230,6.513,1,18511409
2024,12,189317235,0.470,1,18511410
2024,16,189317237,43.000,1,18511411
2024,16,189317240,0.670,1,18511413
2024,12,189317258,14.300,1,18511416
2024,12,189317270,2.300,1,18511418
2024,16,193565814,1.500,9,19125074
2024,12,189317311,0.475,1,18511420
2024,5,190728747,1.390,1,18714675
2024,12,190728750,8.862,1,18714676
2024,2,189317328,9.930,1,18511421
2024,5,189317328,602.360,1,18511422
2024,2,190728752,3.000,1,18714677
2024,12,190728755,2.519,1,18714679
2024,15,190728755,14.641,1,18714680
2024,12,190728758,25.910,1,18714681
2024,12,192031324,330.597,1,18898942
2024,12,190728759,0.120,1,18714682
2024,16,190728759,2.280,1,18714683
2024,4,189317344,527.000,1,18511425
2024,12,189317348,1.420,1,18511426
2024,5,189436117,509.592,1,18527614
2024,12,189317379,2.800,1,18511429
2024,12,190728764,1.280,1,18714684
2024,5,189317384,997.903,1,18511431
2024,16,190728766,2.800,1,18714685
2024,16,190728767,0.441,1,18714686
2024,12,190728768,1.700,1,18714687
2024,12,189317403,26.700,1,18511433
2024,8,190728774,1.000,9,18714688
2024,12,190728775,6.840,1,18714689
2024,12,190728777,3.850,1,18714690
2024,5,190728783,127.000,1,18714691
2024,12,189317417,2.591,1,18511435
2024,12,190728790,3.000,1,18714692
2024,12,190728793,0.433,1,18714693
2024,5,193565815,5.241,1,19125075
2024,12,190728794,0.993,1,18714694
2024,5,189317449,635.029,1,18511438
2024,5,189317450,453.592,1,18511439
2024,12,190728804,11.500,1,18714695
2024,2,190728808,2.000,1,18714696
2024,12,193565816,1.000,1,19125076
2024,2,190728826,14.880,1,18714699
2024,4,190728826,15.910,1,18714700
2024,5,193565817,22.026,1,19125077
2024,8,193565817,7.750,9,19125078
2024,17,193565817,5.898,1,19125079
2024,2,189317462,0.400,1,18511440
2024,12,190728837,2.000,1,18714702
2024,16,190728855,1.000,11,18714703
2024,12,190728856,0.948,1,18714704
2024,15,190728862,1.900,1,18714705
2024,16,191378812,1.400,1,18809003
2024,12,193565820,1.000,1,19125080
2024,5,190728869,1074.600,1,18714708
2024,16,190728869,2888.300,1,18714709
2024,12,190728870,2.200,1,18714710
2024,17,190728881,1.000,1,18714712
2024,4,190728883,1.000,1,18714713
2024,12,190728884,1.100,1,18714714
2024,1,190728889,0.300,1,18714715
