county_name,offense_category_name,offense_name,offense_rows,county_population,offenses_per_100k
AMADOR,Counterfeiting/Forgery,Counterfeiting/Forgery,18,42944,41.915052160953806
AMADOR,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,176,42944,409.8360655737705
AMADOR,Drug/Narcotic Offenses,Drug Equipment Violations,175,42944,407.5074515648286
AMADOR,Drug/Narcotic Offenses,Drug/Narcotic Violations,220,42944,512.295081967213
AMADOR,Embezzlement,Embezzlement,7,42944,16.300298062593146
AMADOR,Extortion/Blackmail,Extortion/Blackmail,3,42944,6.985842026825633
AMADOR,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,6,42944,13.971684053651266
AMADOR,Fraud Offenses,False Pretenses/Swindle/Confidence Game,63,42944,146.7026825633383
AMADOR,Fraud Offenses,Identity Theft,26,42944,60.54396423248882
AMADOR,Fraud Offenses,Impersonation,17,42944,39.58643815201192
AMADOR,Kidnapping/Abduction,Kidnapping/Abduction,10,42944,23.28614008941878
AMADOR,Larceny/Theft Offenses,All Other Larceny,157,42944,365.5923994038748
AMADOR,Larceny/Theft Offenses,Pocket-picking,4,42944,9.314456035767511
AMADOR,Larceny/Theft Offenses,Purse-snatching,3,42944,6.985842026825633
AMADOR,Larceny/Theft Offenses,Shoplifting,37,42944,86.15871833084948
AMADOR,Larceny/Theft Offenses,Theft From Building,31,42944,72.18703427719821
AMADOR,Larceny/Theft Offenses,Theft From Coin-Operated Machine or Device,2,42944,4.657228017883756
AMADOR,Larceny/Theft Offenses,Theft From Motor Vehicle,31,42944,72.18703427719821
AMADOR,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,36,42944,83.83010432190761
AMADOR,Motor Vehicle Theft,Motor Vehicle Theft,187,42944,435.4508196721311
AMADOR,Pornography/Obscene Material,Pornography/Obscene Material,12,42944,27.943368107302533
AMADOR,Robbery,Robbery,8,42944,18.628912071535023
AMADOR,Sex Offenses,Criminal Sexual Contact,9,42944,20.957526080476903
AMADOR,Sex Offenses,Rape,12,42944,27.943368107302533
AMADOR,Sex Offenses,Sexual Assault With An Object,4,42944,9.314456035767511
AMADOR,Sex Offenses,Sodomy,5,42944,11.64307004470939
AMADOR,"Sex Offenses, Non-forcible",Statutory Rape,4,42944,9.314456035767511
AMADOR,Stolen Property Offenses,Stolen Property Offenses,27,42944,62.872578241430695
AMADOR,Weapon Law Violations,Weapon Law Violations,54,42944,125.74515648286139
BUTTE,Animal Cruelty,Animal Cruelty,40,209590,19.084880003816977
BUTTE,Arson,Arson,62,209590,29.581564005916313
BUTTE,Assault Offenses,Aggravated Assault,840,209590,400.7824800801565
BUTTE,Assault Offenses,Intimidation,239,209590,114.03215802280643
BUTTE,Assault Offenses,Simple Assault,2097,209590,1000.524834200105
BUTTE,Burglary/Breaking & Entering,Burglary/Breaking & Entering,493,209590,235.22114604704424
BUTTE,Counterfeiting/Forgery,Counterfeiting/Forgery,209,209590,99.7184980199437
BUTTE,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,1391,209590,663.6767021327353
BUTTE,Drug/Narcotic Offenses,Drug Equipment Violations,660,209590,314.9005200629801
BUTTE,Drug/Narcotic Offenses,Drug/Narcotic Violations,971,209590,463.2854620926571
BUTTE,Embezzlement,Embezzlement,29,209590,13.836538002767309
BUTTE,Extortion/Blackmail,Extortion/Blackmail,20,209590,9.542440001908489
BUTTE,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,140,209590,66.79708001335942
BUTTE,Fraud Offenses,False Pretenses/Swindle/Confidence Game,271,209590,129.30006202586003
BUTTE,Fraud Offenses,Hacking/Computer Invasion,12,209590,5.725464001145093
BUTTE,Fraud Offenses,Identity Theft,109,209590,52.00629801040125
BUTTE,Fraud Offenses,Impersonation,62,209590,29.581564005916313
BUTTE,Homicide Offenses,Murder and Nonnegligent Manslaughter,8,209590,3.8169760007633955
BUTTE,Homicide Offenses,Negligent Manslaughter,4,209590,1.9084880003816977
BUTTE,Human Trafficking,"Human Trafficking, Involuntary Servitude",1,209590,0.47712200009542444
BUTTE,Kidnapping/Abduction,Kidnapping/Abduction,105,209590,50.097810010019565
BUTTE,Larceny/Theft Offenses,All Other Larceny,1228,209590,585.9058161171812
BUTTE,Larceny/Theft Offenses,Pocket-picking,10,209590,4.771220000954244
BUTTE,Larceny/Theft Offenses,Purse-snatching,14,209590,6.679708001335942
BUTTE,Larceny/Theft Offenses,Shoplifting,613,209590,292.47578605849515
BUTTE,Larceny/Theft Offenses,Theft From Building,167,209590,79.67937401593588
BUTTE,Larceny/Theft Offenses,Theft From Coin-Operated Machine or Device,3,209590,1.4313660002862731
BUTTE,Larceny/Theft Offenses,Theft From Motor Vehicle,625,209590,298.20125005964024
BUTTE,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,162,209590,77.29376401545876
BUTTE,Motor Vehicle Theft,Motor Vehicle Theft,406,209590,193.71153203874232
BUTTE,Pornography/Obscene Material,Pornography/Obscene Material,50,209590,23.85610000477122
BUTTE,Prostitution Offenses,Prostitution,1,209590,0.47712200009542444
BUTTE,Robbery,Robbery,144,209590,68.70556801374111
BUTTE,Sex Offenses,Criminal Sexual Contact,103,209590,49.14356600982872
BUTTE,Sex Offenses,Rape,169,209590,80.63361801612673
BUTTE,Sex Offenses,Sexual Assault With An Object,29,209590,13.836538002767309
BUTTE,Sex Offenses,Sodomy,50,209590,23.85610000477122
BUTTE,"Sex Offenses, Non-forcible",Statutory Rape,17,209590,8.111074001622214
BUTTE,Stolen Property Offenses,Stolen Property Offenses,209,209590,99.7184980199437
BUTTE,Weapon Law Violations,Weapon Law Violations,506,209590,241.42373204828473
CALAVERAS,Animal Cruelty,Animal Cruelty,5,47752,10.470765622382308
CALAVERAS,Arson,Arson,21,47752,43.977215614005694
CALAVERAS,Assault Offenses,Aggravated Assault,122,47752,255.48668118612832
CALAVERAS,Assault Offenses,Intimidation,87,47752,182.19132182945216
CALAVERAS,Assault Offenses,Simple Assault,388,47752,812.5314122968672
CALAVERAS,Burglary/Breaking & Entering,Burglary/Breaking & Entering,101,47752,211.50946557212265
CALAVERAS,Counterfeiting/Forgery,Counterfeiting/Forgery,18,47752,37.69475624057631
CALAVERAS,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,360,47752,753.8951248115262
CALAVERAS,Drug/Narcotic Offenses,Drug Equipment Violations,113,47752,236.63930306584015
CALAVERAS,Drug/Narcotic Offenses,Drug/Narcotic Violations,162,47752,339.2528061651868
CALAVERAS,Embezzlement,Embezzlement,6,47752,12.564918746858769
CALAVERAS,Extortion/Blackmail,Extortion/Blackmail,5,47752,10.470765622382308
CALAVERAS,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,11,47752,23.03568436924108
CALAVERAS,Fraud Offenses,False Pretenses/Swindle/Confidence Game,50,47752,104.7076562238231
CALAVERAS,Fraud Offenses,Identity Theft,11,47752,23.03568436924108
CALAVERAS,Fraud Offenses,Impersonation,13,47752,27.223990618194
CALAVERAS,Homicide Offenses,Murder and Nonnegligent Manslaughter,1,47752,2.094153124476462
CALAVERAS,Homicide Offenses,Negligent Manslaughter,1,47752,2.094153124476462
CALAVERAS,Kidnapping/Abduction,Kidnapping/Abduction,23,47752,48.16552186295862
CALAVERAS,Larceny/Theft Offenses,All Other Larceny,190,47752,397.88909365052774
CALAVERAS,Larceny/Theft Offenses,Pocket-picking,5,47752,10.470765622382308
CALAVERAS,Larceny/Theft Offenses,Shoplifting,68,47752,142.4024124643994
CALAVERAS,Larceny/Theft Offenses,Theft From Building,73,47752,152.8731780867817
CALAVERAS,Larceny/Theft Offenses,Theft From Motor Vehicle,58,47752,121.46088121963477
CALAVERAS,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,43,47752,90.04858435248785
CALAVERAS,Motor Vehicle Theft,Motor Vehicle Theft,79,47752,165.4380968336405
CALAVERAS,Pornography/Obscene Material,Pornography/Obscene Material,10,47752,20.941531244764615
CALAVERAS,Robbery,Robbery,12,47752,25.129837493717538
CALAVERAS,Sex Offenses,Criminal Sexual Contact,17,47752,35.60060311609985
CALAVERAS,Sex Offenses,Rape,18,47752,37.69475624057631
CALAVERAS,Sex Offenses,Sexual Assault With An Object,3,47752,6.2824593734293845
CALAVERAS,Sex Offenses,Sodomy,9,47752,18.847378120288155
CALAVERAS,Stolen Property Offenses,Stolen Property Offenses,21,47752,43.977215614005694
CALAVERAS,Weapon Law Violations,Weapon Law Violations,84,47752,175.90886245602277
COLUSA,Animal Cruelty,Animal Cruelty,1,22458,4.45275625612254
COLUSA,Arson,Arson,2,22458,8.90551251224508
COLUSA,Assault Offenses,Aggravated Assault,58,22458,258.2598628551073
COLUSA,Assault Offenses,Intimidation,26,22458,115.77166265918605
COLUSA,Assault Offenses,Simple Assault,116,22458,516.5197257102146
COLUSA,Burglary/Breaking & Entering,Burglary/Breaking & Entering,29,22458,129.12993142755366
COLUSA,Counterfeiting/Forgery,Counterfeiting/Forgery,22,22458,97.96063763469589
COLUSA,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,110,22458,489.8031881734793
COLUSA,Drug/Narcotic Offenses,Drug Equipment Violations,57,22458,253.80710659898475
COLUSA,Drug/Narcotic Offenses,Drug/Narcotic Violations,75,22458,333.95671920919045
COLUSA,Embezzlement,Embezzlement,7,22458,31.169293792857776
COLUSA,Extortion/Blackmail,Extortion/Blackmail,3,22458,13.358268768367621
COLUSA,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,4,22458,17.81102502449016
COLUSA,Fraud Offenses,False Pretenses/Swindle/Confidence Game,23,22458,102.41339389081843
COLUSA,Fraud Offenses,Identity Theft,5,22458,22.263781280612697
COLUSA,Fraud Offenses,Impersonation,6,22458,26.716537536735242
COLUSA,Homicide Offenses,Murder and Nonnegligent Manslaughter,1,22458,4.45275625612254
COLUSA,Kidnapping/Abduction,Kidnapping/Abduction,17,22458,75.69685635408317
COLUSA,Larceny/Theft Offenses,All Other Larceny,56,22458,249.3543503428622
COLUSA,Larceny/Theft Offenses,Pocket-picking,3,22458,13.358268768367621
COLUSA,Larceny/Theft Offenses,Shoplifting,15,22458,66.7913438418381
COLUSA,Larceny/Theft Offenses,Theft From Building,16,22458,71.24410009796064
COLUSA,Larceny/Theft Offenses,Theft From Motor Vehicle,32,22458,142.48820019592128
COLUSA,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,18,22458,80.14961261020571
COLUSA,Motor Vehicle Theft,Motor Vehicle Theft,28,22458,124.6771751714311
COLUSA,Pornography/Obscene Material,Pornography/Obscene Material,5,22458,22.263781280612697
COLUSA,Robbery,Robbery,9,22458,40.074806305102854
COLUSA,Sex Offenses,Criminal Sexual Contact,8,22458,35.62205004898032
COLUSA,Sex Offenses,Rape,5,22458,22.263781280612697
COLUSA,Sex Offenses,Sexual Assault With An Object,1,22458,4.45275625612254
COLUSA,Sex Offenses,Sodomy,4,22458,17.81102502449016
COLUSA,Stolen Property Offenses,Stolen Property Offenses,18,22458,80.14961261020571
COLUSA,Weapon Law Violations,Weapon Law Violations,24,22458,106.86615014694097
CONTRA COSTA,Animal Cruelty,Animal Cruelty,34,1170307,2.9052205959632813
CONTRA COSTA,Arson,Arson,228,1170307,19.482067525871415
CONTRA COSTA,Assault Offenses,Aggravated Assault,2460,1170307,210.20125488440215
CONTRA COSTA,Assault Offenses,Intimidation,1091,1170307,93.22340206458647
CONTRA COSTA,Assault Offenses,Simple Assault,5553,1170307,474.49088145247356
CONTRA COSTA,Burglary/Breaking & Entering,Burglary/Breaking & Entering,2746,1170307,234.63928695632856
CONTRA COSTA,Counterfeiting/Forgery,Counterfeiting/Forgery,411,1170307,35.11899014532084
CONTRA COSTA,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,5967,1170307,509.8662145915559
CONTRA COSTA,Drug/Narcotic Offenses,Drug Equipment Violations,1955,1170307,167.05018426788868
CONTRA COSTA,Drug/Narcotic Offenses,Drug/Narcotic Violations,3009,1170307,257.1120227427504
CONTRA COSTA,Embezzlement,Embezzlement,167,1170307,14.269759986054943
CONTRA COSTA,Extortion/Blackmail,Extortion/Blackmail,63,1170307,5.383202868990786
CONTRA COSTA,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,495,1170307,42.296593970641894
CONTRA COSTA,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1297,1170307,110.82562096954047
CONTRA COSTA,Fraud Offenses,Hacking/Computer Invasion,15,1170307,1.28171496880733
CONTRA COSTA,Fraud Offenses,Identity Theft,530,1170307,45.28726223119233
CONTRA COSTA,Fraud Offenses,Impersonation,626,1170307,53.49023803155924
CONTRA COSTA,Fraud Offenses,Wire Fraud,10,1170307,0.8544766458715533
CONTRA COSTA,Gambling Offenses,Betting/Wagering,1,1170307,0.08544766458715534
CONTRA COSTA,Gambling Offenses,Operating/Promoting/Assisting Gambling,1,1170307,0.08544766458715534
CONTRA COSTA,Homicide Offenses,Justifiable Homicide,1,1170307,0.08544766458715534
CONTRA COSTA,Homicide Offenses,Murder and Nonnegligent Manslaughter,36,1170307,3.076115925137592
CONTRA COSTA,Homicide Offenses,Negligent Manslaughter,9,1170307,0.769028981284398
CONTRA COSTA,Human Trafficking,"Human Trafficking, Commercial Sex Acts",6,1170307,0.512685987522932
CONTRA COSTA,Human Trafficking,"Human Trafficking, Involuntary Servitude",2,1170307,0.1708953291743107
CONTRA COSTA,Kidnapping/Abduction,Kidnapping/Abduction,329,1170307,28.112281649174104
CONTRA COSTA,Larceny/Theft Offenses,All Other Larceny,3934,1170307,336.1511124858691
CONTRA COSTA,Larceny/Theft Offenses,Pocket-picking,222,1170307,18.969381538348486
CONTRA COSTA,Larceny/Theft Offenses,Purse-snatching,67,1170307,5.724993527339408
CONTRA COSTA,Larceny/Theft Offenses,Shoplifting,4773,1170307,407.8417030744924
CONTRA COSTA,Larceny/Theft Offenses,Theft From Building,953,1170307,81.43162435155904
CONTRA COSTA,Larceny/Theft Offenses,Theft From Coin-Operated Machine or Device,5,1170307,0.4272383229357766
CONTRA COSTA,Larceny/Theft Offenses,Theft From Motor Vehicle,3796,1170307,324.3593347728417
CONTRA COSTA,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,1910,1170307,163.2050393614667
CONTRA COSTA,Motor Vehicle Theft,Motor Vehicle Theft,5814,1170307,496.79272190972114
CONTRA COSTA,Pornography/Obscene Material,Pornography/Obscene Material,93,1170307,7.946632806605447
CONTRA COSTA,Prostitution Offenses,Assisting or Promoting Prostitution,16,1170307,1.3671626333944855
CONTRA COSTA,Prostitution Offenses,Prostitution,17,1170307,1.4526102979816407
CONTRA COSTA,Prostitution Offenses,Purchasing Prostitution,4,1170307,0.3417906583486214
CONTRA COSTA,Robbery,Robbery,1227,1170307,104.8442844484396
CONTRA COSTA,Sex Offenses,Criminal Sexual Contact,309,1170307,26.403328357430997
CONTRA COSTA,Sex Offenses,Rape,200,1170307,17.089532917431068
CONTRA COSTA,Sex Offenses,Sexual Assault With An Object,45,1170307,3.84514490642199
CONTRA COSTA,Sex Offenses,Sodomy,76,1170307,6.4940225086238055
CONTRA COSTA,"Sex Offenses, Non-forcible",Statutory Rape,37,1170307,3.161563589724747
CONTRA COSTA,Stolen Property Offenses,Stolen Property Offenses,1056,1170307,90.23273380403603
CONTRA COSTA,Weapon Law Violations,Weapon Law Violations,1482,1170307,126.6334389181642
DEL NORTE,Animal Cruelty,Animal Cruelty,3,26692,11.239322643488686
DEL NORTE,Arson,Arson,8,26692,29.97152704930316
DEL NORTE,Assault Offenses,Aggravated Assault,60,26692,224.7864528697737
DEL NORTE,Assault Offenses,Intimidation,25,26692,93.66102202907238
DEL NORTE,Assault Offenses,Simple Assault,110,26692,412.10849692791845
DEL NORTE,Burglary/Breaking & Entering,Burglary/Breaking & Entering,38,26692,142.36475348419003
DEL NORTE,Counterfeiting/Forgery,Counterfeiting/Forgery,5,26692,18.73220440581448
DEL NORTE,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,110,26692,412.10849692791845
DEL NORTE,Drug/Narcotic Offenses,Drug Equipment Violations,167,26692,625.6556271542036
DEL NORTE,Drug/Narcotic Offenses,Drug/Narcotic Violations,127,26692,475.7979919076877
DEL NORTE,Embezzlement,Embezzlement,1,26692,3.746440881162895
DEL NORTE,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,6,26692,22.478645286977372
DEL NORTE,Fraud Offenses,False Pretenses/Swindle/Confidence Game,8,26692,29.97152704930316
DEL NORTE,Fraud Offenses,Identity Theft,2,26692,7.49288176232579
DEL NORTE,Fraud Offenses,Impersonation,2,26692,7.49288176232579
DEL NORTE,Kidnapping/Abduction,Kidnapping/Abduction,3,26692,11.239322643488686
DEL NORTE,Larceny/Theft Offenses,All Other Larceny,91,26692,340.9261201858235
DEL NORTE,Larceny/Theft Offenses,Pocket-picking,2,26692,7.49288176232579
DEL NORTE,Larceny/Theft Offenses,Shoplifting,150,26692,561.9661321744343
DEL NORTE,Larceny/Theft Offenses,Theft From Building,12,26692,44.957290573954744
DEL NORTE,Larceny/Theft Offenses,Theft From Coin-Operated Machine or Device,2,26692,7.49288176232579
DEL NORTE,Larceny/Theft Offenses,Theft From Motor Vehicle,50,26692,187.32204405814477
DEL NORTE,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,27,26692,101.15390379139818
DEL NORTE,Motor Vehicle Theft,Motor Vehicle Theft,71,26692,265.99730256256555
DEL NORTE,Pornography/Obscene Material,Pornography/Obscene Material,21,26692,78.6752585044208
DEL NORTE,Robbery,Robbery,12,26692,44.957290573954744
DEL NORTE,Sex Offenses,Criminal Sexual Contact,11,26692,41.21084969279185
DEL NORTE,Sex Offenses,Rape,4,26692,14.98576352465158
DEL NORTE,Sex Offenses,Sexual Assault With An Object,1,26692,3.746440881162895
DEL NORTE,Sex Offenses,Sodomy,4,26692,14.98576352465158
DEL NORTE,"Sex Offenses, Non-forcible",Statutory Rape,4,26692,14.98576352465158
DEL NORTE,Stolen Property Offenses,Stolen Property Offenses,37,26692,138.61831260302714
DEL NORTE,Weapon Law Violations,Weapon Law Violations,53,26692,198.56136670163343
EL DORADO,Animal Cruelty,Animal Cruelty,4,195712,2.0438194898626554
EL DORADO,Arson,Arson,34,195712,17.37246566383257
EL DORADO,Assault Offenses,Aggravated Assault,360,195712,183.94375408763898
EL DORADO,Assault Offenses,Intimidation,157,195712,80.21991497710923
EL DORADO,Assault Offenses,Simple Assault,967,195712,494.0933616742969
EL DORADO,Bribery,Bribery,2,195712,1.0219097449313277
EL DORADO,Burglary/Breaking & Entering,Burglary/Breaking & Entering,199,195712,101.68001962066711
EL DORADO,Counterfeiting/Forgery,Counterfeiting/Forgery,97,195712,49.56262262916939
EL DORADO,Destruction/Damage/Vandalism of Property,Destruction/Damage/Vandalism of Property,560,195712,286.13472858077176
EL DORADO,Drug/Narcotic Offenses,Drug Equipment Violations,573,195712,292.77714192282536
EL DORADO,Drug/Narcotic Offenses,Drug/Narcotic Violations,674,195712,344.38358404185743
EL DORADO,Embezzlement,Embezzlement,30,195712,15.328646173969913
EL DORADO,Extortion/Blackmail,Extortion/Blackmail,5,195712,2.554774362328319
EL DORADO,Fraud Offenses,Credit Card/Automated Teller Machine Fraud,31,195712,15.83960104643558
EL DORADO,Fraud Offenses,False Pretenses/Swindle/Confidence Game,287,195712,146.64404839764552
EL DORADO,Fraud Offenses,Hacking/Computer Invasion,2,195712,1.0219097449313277
EL DORADO,Fraud Offenses,Identity Theft,191,195712,97.5923806409418
EL DORADO,Fraud Offenses,Impersonation,76,195712,38.83257030739045
EL DORADO,Homicide Offenses,Negligent Manslaughter,2,195712,1.0219097449313277
EL DORADO,Human Trafficking,"Human Trafficking, Commercial Sex Acts",1,195712,0.5109548724656638
EL DORADO,Kidnapping/Abduction,Kidnapping/Abduction,55,195712,28.10251798561151
EL DORADO,Larceny/Theft Offenses,All Other Larceny,525,195712,268.2513080444735
EL DORADO,Larceny/Theft Offenses,Pocket-picking,2,195712,1.0219097449313277
EL DORADO,Larceny/Theft Offenses,Purse-snatching,17,195712,8.686232831916286
EL DORADO,Larceny/Theft Offenses,Shoplifting,210,195712,107.3005232177894
EL DORADO,Larceny/Theft Offenses,Theft From Building,106,195712,54.16121648136036
EL DORADO,Larceny/Theft Offenses,Theft From Coin-Operated Machine or Device,3,195712,1.5328646173969915
EL DORADO,Larceny/Theft Offenses,Theft From Motor Vehicle,154,195712,78.68705035971223
EL DORADO,Larceny/Theft Offenses,Theft of Motor Vehicle Parts or Accessories,88,195712,44.96402877697842
EL DORADO,Motor Vehicle Theft,Motor Vehicle Theft,147,195712,75.11036625245258
EL DORADO,Pornography/Obscene Material,Pornography/Obscene Material,52,195712,26.569653368214517
EL DORADO,Prostitution Offenses,Assisting or Promoting Prostitution,2,195712,1.0219097449313277
EL DORADO,Prostitution Offenses,Prostitution,4,195712,2.0438194898626554
EL DORADO,Robbery,Robbery,34,195712,17.37246566383257
EL DORADO,Sex Offenses,Criminal Sexual Contact,70,195712,35.76684107259647
EL DORADO,Sex Offenses,Rape,51,195712,26.058698495748857
EL DORADO,Sex Offenses,Sexual Assault With An Object,8,195712,4.087638979725311
EL DORADO,Sex Offenses,Sodomy,22,195712,11.241007194244604
EL DORADO,"Sex Offenses, Non-forcible",Statutory Rape,14,195712,7.153368214519293
EL DORADO,Stolen Property Offenses,Stolen Property Offenses,108,195712,55.18312622629169
EL DORADO,Weapon Law Violations,Weapon Law Violations,203,195712,103.72383911052977
FRESNO,Animal Cruelty,Animal Cruelty,47,674282,6.970377379197428
FRESNO,Arson,Arson,237,674282,35.14849869935724
FRESNO,Assault Offenses,Aggravated Assault,2788,674282,413.476853897924
FRESNO,Assault Offenses,Intimidation,1234,674282,183.00948267935374
