,SUMLEV,COUNTY,NAME,POPESTIMATE2024
857,50,69,San Benito County,69159
858,157,69,Hollister city,45033
859,157,69,San Juan Bautista city,2118
860,157,69,Balance of San Benito County,22008
861,50,71,San Bernardino County,2214281
862,157,71,Adelanto city,37941
863,157,71,Apple Valley town,75029
864,157,71,Barstow city,24897
865,157,71,Big Bear Lake city,5044
866,157,71,Chino city,94010
867,157,71,Chino Hills city,77418
868,157,71,Colton city,53528
869,157,71,Fontana city,218455
870,157,71,Grand Terrace city,12979
871,157,71,Hesperia city,101836
872,157,71,Highland city,56499
873,157,71,Loma Linda city,25197
874,157,71,Montclair city,37650
875,157,71,Needles city,4839
876,157,71,Ontario city,185285
877,157,71,Rancho Cucamonga city,176675
878,157,71,Redlands city,74279
879,157,71,Rialto city,104918
880,157,71,San Bernardino city,224775
881,157,71,Twentynine Palms city,26563
882,157,71,Upland city,79684
883,157,71,Victorville city,140721
884,157,71,Yucaipa city,54465
885,157,71,Yucca Valley town,21858
886,157,71,Balance of San Bernardino County,299736
887,50,73,San Diego County,3298799
888,157,73,Carlsbad city,113575
889,157,73,Chula Vista city,278546
890,157,73,Coronado city,18031
891,157,73,Del Mar city,3902
892,157,73,El Cajon city,103291
893,157,73,Encinitas city,61137
894,157,73,Escondido city,148847
895,157,73,Imperial Beach city,25568
896,157,73,La Mesa city,60767
897,157,73,Lemon Grove city,27867
898,157,73,National City city,58460
899,157,73,Oceanside city,170941
900,157,73,Poway city,49435
901,157,73,San Diego city,1404452
902,157,73,San Marcos city,96620
903,157,73,Santee city,59104
904,157,73,Solana Beach city,12868
905,157,73,Vista city,99322
906,157,73,Balance of San Diego County,506066
907,50,75,San Francisco County,827526
908,157,75,San Francisco city,827526
909,50,77,San Joaquin County,816108
910,157,77,Escalon city,7453
911,157,77,Lathrop city,40860
912,157,77,Lodi city,68642
913,157,77,Manteca city,94292
914,157,77,Ripon city,16252
915,157,77,Stockton city,324975
916,157,77,Tracy city,100136
917,157,77,Balance of San Joaquin County,163498
918,50,79,San Luis Obispo County,281843
919,157,79,Arroyo Grande city,18249
920,157,79,Atascadero city,29743
921,157,79,El Paso de Robles (Paso Robles) city,31568
922,157,79,Grover Beach city,12534
923,157,79,Morro Bay city,10591
924,157,79,Pismo Beach city,7984
925,157,79,San Luis Obispo city,49729
926,157,79,Balance of San Luis Obispo County,121445
927,50,81,San Mateo County,742893
928,157,81,Atherton town,7022
929,157,81,Belmont city,27132
930,157,81,Brisbane city,4667
931,157,81,Burlingame city,30885
932,157,81,Colma town,1428
933,157,81,Daly City city,101418
934,157,81,East Palo Alto city,29296
935,157,81,Foster City city,32657
936,157,81,Half Moon Bay city,11324
937,157,81,Hillsborough town,11171
938,157,81,Menlo Park city,33040
939,157,81,Millbrae city,23321
940,157,81,Pacifica city,37056
941,157,81,Portola Valley town,4282
942,157,81,Redwood City city,82982
943,157,81,San Bruno city,42035
944,157,81,San Carlos city,29403
945,157,81,San Mateo city,103006
946,157,81,South San Francisco city,64660
947,157,81,Woodside town,5123
948,157,81,Balance of San Mateo County,60985
949,50,83,Santa Barbara County,444500
950,157,83,Buellton city,5023
951,157,83,Carpinteria city,12876
952,157,83,Goleta city,32611
953,157,83,Guadalupe city,8735
954,157,83,Lompoc city,43594
955,157,83,Santa Barbara city,87291
956,157,83,Santa Maria city,111346
957,157,83,Solvang city,5988
958,157,83,Balance of Santa Barbara County,137036
959,50,85,Santa Clara County,1926325
960,157,85,Campbell city,42895
961,157,85,Cupertino city,58710
962,157,85,Gilroy city,60390
963,157,85,Los Altos city,30864
964,157,85,Los Altos Hills town,8435
965,157,85,Los Gatos town,32952
966,157,85,Milpitas city,79746
967,157,85,Monte Sereno city,3563
968,157,85,Morgan Hill city,45952
969,157,85,Mountain View city,87316
970,157,85,Palo Alto city,67658
971,157,85,San Jose city,997368
972,157,85,Santa Clara city,133132
973,157,85,Saratoga city,30486
974,157,85,Sunnyvale city,156792
975,157,85,Balance of Santa Clara County,90066
976,50,87,Santa Cruz County,262406
977,157,87,Capitola city,9503
978,157,87,Santa Cruz city,62581
979,157,87,Scotts Valley city,11828
980,157,87,Watsonville city,51320
981,157,87,Balance of Santa Cruz County,127174
982,50,89,Shasta County,181121
983,157,89,Anderson city,11171
984,157,89,Redding city,93502
985,157,89,Shasta Lake city,10244
986,157,89,Balance of Shasta County,66204
987,50,91,Sierra County,3113
988,157,91,Loyalton city,712
989,157,91,Balance of Sierra County,2401
990,50,93,Siskiyou County,42498
991,157,93,Dorris city,817
992,157,93,Dunsmuir city,1618
993,157,93,Etna city,643
994,157,93,Fort Jones city,669
995,157,93,Montague city,1170
996,157,93,Mount Shasta city,3124
997,157,93,Tulelake city,857
998,157,93,Weed city,2633
999,157,93,Yreka city,7686
1000,157,93,Balance of Siskiyou County,23281
1001,50,95,Solano County,455101
1002,157,95,Benicia city,26477
1003,157,95,Dixon city,20296
1004,157,95,Fairfield city,122646
1005,157,95,Rio Vista city,10248
1006,157,95,Suisun City city,29614
1007,157,95,Vacaville city,103994
1008,157,95,Vallejo city,123475
1009,157,95,Balance of Solano County,18351
1010,50,97,Sonoma County,485375
1011,157,97,Cloverdale city,8784
1012,157,97,Cotati city,7403
1013,157,97,Healdsburg city,11231
1014,157,97,Petaluma city,59393
1015,157,97,Rohnert Park city,44894
1016,157,97,Santa Rosa city,177524
1017,157,97,Sebastopol city,7388
1018,157,97,Sonoma city,10606
1019,157,97,Windsor town,25846
1020,157,97,Balance of Sonoma County,132306
1021,50,99,Stanislaus County,556972
1022,157,99,Ceres city,49253
1023,157,99,Hughson city,7903
1024,157,99,Modesto city,220592
1025,157,99,Newman city,12292
1026,157,99,Oakdale city,23209
1027,157,99,Patterson city,25495
1028,157,99,Riverbank city,25625
1029,157,99,Turlock city,72888
1030,157,99,Waterford city,9271
1031,157,99,Balance of Stanislaus County,110444
1032,50,101,Sutter County,98545
1033,157,101,Live Oak city,9503
1034,157,101,Yuba City city,69148
1035,157,101,Balance of Sutter County,19894
1036,50,103,Tehama County,64451
1037,157,103,Corning city,8131
1038,157,103,Red Bluff city,14286
1039,157,103,Tehama city,436
1040,157,103,Balance of Tehama County,41598
1041,50,105,Trinity County,15642
1042,50,107,Tulare County,483546
1043,157,107,Dinuba city,25833
1044,157,107,Exeter city,10186
1045,157,107,Farmersville city,10501
1046,157,107,Lindsay city,12706
1047,157,107,Porterville city,63517
1048,157,107,Tulare city,72601
1049,157,107,Visalia city,146271
1050,157,107,Woodlake city,7774
1051,157,107,Balance of Tulare County,134157
1052,50,109,Tuolumne County,53893
1053,157,109,Sonora city,4855
1054,157,109,Balance of Tuolumne County,49038
1055,50,111,Ventura County,835427
1056,157,111,Camarillo city,69881
1057,157,111,Fillmore city,17216
1058,157,111,Moorpark city,35621
1059,157,111,Ojai city,7563
1060,157,111,Oxnard city,200616
1061,157,111,Port Hueneme city,21325
1062,157,111,San Buenaventura (Ventura) city,109831
1063,157,111,Santa Paula city,31786
1064,157,111,Simi Valley city,125778
1065,157,111,Thousand Oaks city,124229
1066,157,111,Balance of Ventura County,91581
1067,50,113,Yolo County,225251
1068,157,113,Davis city,67125
1069,157,113,West Sacramento city,55991
1070,157,113,Winters city,7825
1071,157,113,Woodland city,62983
1072,157,113,Balance of Yolo County,31327
1073,50,115,Yuba County,87469
1074,157,115,Marysville city,12714
1075,157,115,Wheatland city,4110
1076,157,115,Balance of Yuba County,70645
