,UNITID,EFLEVEL,EFTOTAL
9413,363712,20,77
9414,363882,20,81
9415,363907,20,438
9416,363916,20,194
9417,363934,20,892
9418,364016,20,5880
9419,364025,20,14725
9420,364548,20,152
9421,364575,20,11
9422,364627,20,410
9423,364636,20,217
9424,364760,20,45
9425,364946,20,352
9426,364964,20,21
9427,365091,20,260
9428,365125,20,173
9429,365198,20,694
9430,365213,20,432
9431,365240,20,22
9432,365374,20,2026
9433,365383,20,102
9434,365480,20,896
9435,365505,20,21
9436,365693,20,167
9437,365763,20,32
9438,365824,20,109
9439,365833,20,112
9440,366003,20,273
9441,366155,20,37
9442,366191,20,1230
9443,366252,20,4287
9444,366261,20,382
9445,366270,20,288
9446,366289,20,2
9447,366340,20,261
9448,366395,20,20053
9449,366401,20,7448
9450,366465,20,2264
9451,366535,20,244
9452,366553,20,532
9453,366571,20,21
9454,366623,20,265
9455,366711,20,14246
9456,367051,20,77
9457,367088,20,123
9458,367103,20,73
9459,367112,20,111
9460,367158,20,57
9461,367361,20,71
9462,367431,20,30
9463,367459,20,7839
9464,367875,20,2203
9465,367884,20,173
9466,367972,20,115
9467,367981,20,80
9468,368230,20,117
9469,368364,20,309
9470,368407,20,39
9471,368452,20,278
9472,368629,20,450
9473,368647,20,14
9474,368771,20,335
9475,368832,20,54
9476,368911,20,1887
9477,369400,20,866
9478,369419,20,556
9479,369446,20,14
9480,369455,20,187
9481,369516,20,150
9482,369668,20,126
9483,369686,20,233
9484,369783,20,215
9485,369950,20,89
9486,371052,20,252
9487,371690,20,844
9488,371830,20,129
9489,371928,20,99
9490,371964,20,438
9491,372028,20,100
9492,372073,20,153
9493,372082,20,104
9494,372240,20,38
9495,372329,20,306
9496,372356,20,217
9497,372462,20,121
9498,372921,20,488
9499,373085,20,40
9500,373216,20,113
9501,373456,20,25
9502,373526,20,271
9503,373678,20,102
9504,373696,20,121
9505,373711,20,77
9506,373784,20,535
9507,374316,20,77
9508,374343,20,54
9509,374574,20,633
9510,374592,20,63
9511,375230,20,232
9512,375373,20,110
9513,375407,20,91
9514,375416,20,133
9515,375568,20,59
9516,375656,20,179
9517,375683,20,879
9518,375726,20,575
9519,375939,20,112
9520,375966,20,181
9521,375984,20,262
9522,376224,20,174
9523,376242,20,106
9524,376288,20,124
9525,376330,20,190
9526,376385,20,149
9527,376446,20,95
9528,376631,20,22
9529,376677,20,127
9530,376695,20,1216
9531,377111,20,164
9532,377193,20,16
9533,377218,20,102
9534,377272,20,16
9535,377281,20,81
9536,377315,20,74
9537,377449,20,210
9538,377458,20,193
9539,377485,20,65
9540,377546,20,150
9541,377555,20,5248
9542,377564,20,4014
9543,377643,20,115
9544,377652,20,181
9545,377661,20,651
9546,377722,20,369
9547,377759,20,140
9548,378105,20,565
9549,378576,20,197
9550,378886,20,299
9551,378956,20,582
9552,379621,20,88
9553,379746,20,529
9554,379782,20,243
9555,380067,20,220
9556,380359,20,577
9557,380368,20,1749
9558,380377,20,696
9559,380438,20,705
9560,381255,20,84
9561,381282,20,82
9562,381325,20,125
9563,381370,20,220
9564,381404,20,410
9565,381486,20,16
9566,381699,20,40
9567,381732,20,60
9568,382258,20,153
9569,382416,20,77
9570,382461,20,48
9571,382780,20,98
9572,382911,20,47
9573,382957,20,399
9574,383020,20,3
9575,383084,20,496
9576,383163,20,142
9577,383190,20,2260
9578,383279,20,160
9579,383297,20,119
9580,383312,20,80
9581,383330,20,81
9582,383367,20,174
9583,383464,20,120
9584,383525,20,44
9585,383765,20,161
9586,383996,20,745
9587,384236,20,930
9588,384245,20,1056
9589,384254,20,527
9590,384333,20,10069
9591,384342,20,4795
9592,384412,20,266
9593,384421,20,96
9594,385132,20,132
9595,385503,20,205
9596,385619,20,2369
9597,386153,20,371
9598,386472,20,702
9599,387925,20,121
9600,388520,20,482
9601,389860,20,268
9602,390905,20,230
9603,391005,20,135
9604,391759,20,26
9605,392257,20,3794
9606,392354,20,19
9607,392415,20,357
9608,393649,20,1444
9609,393861,20,413
9610,395362,20,1524
9611,395690,20,224
9612,397942,20,974
9613,399212,20,11979
9614,399869,20,537
9615,399911,20,464
9616,400080,20,1210
9617,400187,20,448
9618,400558,20,61
9619,401223,20,180
9620,401764,20,175
9621,402563,20,153
9622,402800,20,147
9623,403469,20,2364
9624,403478,20,605
9625,403487,20,906
9626,404055,20,294
9627,404338,20,35
9628,404426,20,2696
9629,404684,20,318
9630,404718,20,259
9631,404912,20,764
9632,405012,20,92
9633,405058,20,163
9634,405076,20,505
9635,405854,20,233
9636,405872,20,3164
9637,406024,20,1601
9638,406033,20,3206
9639,406149,20,76
9640,406325,20,170
9641,406361,20,34
9642,406422,20,87
9643,406486,20,61
9644,407090,20,436
9645,407142,20,101
9646,407151,20,79
9647,407179,20,101
9648,407355,20,220
9649,407434,20,60
9650,407461,20,84
9651,407470,20,175
9652,407489,20,74
9653,407513,20,237
9654,407522,20,68
9655,407568,20,131
9656,407577,20,125
9657,407610,20,44
9658,407629,20,10
9659,407683,20,82
9660,407708,20,151
9661,407735,20,85
9662,407832,20,206
9663,408066,20,172
9664,408163,20,55
9665,408385,20,629
9666,408844,20,2359
9667,408862,20,250
9668,409032,20,54
9669,409120,20,57
9670,409193,20,187
9671,409315,20,26440
9672,409537,20,38
9673,409591,20,108
9674,409698,20,5909
9675,410797,20,74
9676,410964,20,40
9677,411684,20,154
9678,411754,20,31
9679,412173,20,559
9680,412535,20,35
9681,412544,20,133
9682,412599,20,391
9683,413176,20,36
9684,413413,20,16177
9685,413617,20,219
9686,413626,20,243
9687,413680,20,319
9688,413820,20,26
9689,413893,20,1119
9690,414063,20,93
9691,414124,20,328
9692,414461,20,2246
9693,414489,20,84
9694,414540,20,239
9695,414595,20,307
9696,414869,20,341
9697,414878,20,444
9698,414911,20,2286
9699,414939,20,396
9700,415039,20,50
9701,415057,20,29
9702,415987,20,84
9703,416458,20,106
9704,416801,20,322
9705,417008,20,102
9706,417062,20,41
9707,417105,20,435
9708,417123,20,52
9709,417248,20,34
9710,417275,20,27
9711,417327,20,329
9712,417442,20,48
9713,417503,20,355
9714,417600,20,11
9715,417628,20,21
9716,417637,20,58
9717,417646,20,23
9718,417655,20,23
9719,417682,20,20
9720,417716,20,152
9721,417725,20,48
9722,417734,20,147
9723,417752,20,26
9724,417831,20,60
9725,417840,20,406
9726,417868,20,35
9727,417886,20,23
9728,417910,20,388
9729,417983,20,23
9730,417992,20,72
9731,418001,20,77
9732,418010,20,88
9733,418029,20,37
9734,418038,20,161
9735,418065,20,275
9736,418083,20,29
9737,418126,20,34
9738,418171,20,43
9739,418199,20,67
9740,418205,20,220
9741,418223,20,140
9742,418250,20,189
9743,418269,20,67
9744,418278,20,158
9745,418296,20,1535
9746,418302,20,545
9747,418320,20,1024
9748,418348,20,516
9749,418357,20,205
9750,418409,20,288
9751,418427,20,85
9752,418445,20,25
9753,418454,20,102
9754,418481,20,38
9755,418515,20,71
9756,418524,20,57
9757,418533,20,250
9758,418542,20,64
9759,418560,20,90
9760,418588,20,37
9761,418612,20,7
9762,418658,20,418
9763,418773,20,283
9764,418782,20,231
9765,418889,20,55
9766,418913,20,11
9767,418968,20,212
9768,419031,20,26
9769,419095,20,45
9770,419183,20,72
9771,419217,20,54
9772,419226,20,484
9773,419235,20,124
9774,419244,20,264
9775,419253,20,36
9776,419280,20,34
9777,419341,20,31
9778,419420,20,32
9779,419484,20,25
9780,419633,20,83
9781,419703,20,459
9782,419712,20,194
9783,419721,20,284
9784,420024,20,225
9785,420042,20,10
9786,420130,20,328
9787,420255,20,198
9788,420325,20,86
9789,420343,20,964
9790,420370,20,383
9791,420398,20,18808
9792,420431,20,2000
9793,420440,20,1782
9794,420468,20,274
9795,420538,20,1284
9796,420556,20,736
9797,420723,20,559
9798,420981,20,625
9799,421513,20,65
9800,421610,20,103
9801,421665,20,48
9802,421708,20,1246
9803,421717,20,19
9804,421771,20,36
9805,421841,20,286
9806,421878,20,474
9807,421896,20,186
9808,422020,20,292
9809,422695,20,285
9810,422835,20,321
9811,423120,20,417
9812,423397,20,547
9813,423412,20,44
9814,423652,20,467
9815,425250,20,114
9816,425986,20,172
9817,426314,20,9037
9818,427308,20,153
9819,427335,20,38
9820,427894,20,23
9821,427973,20,237
9822,427982,20,31
9823,427991,20,752
9824,428000,20,33
9825,428019,20,315
9826,428055,20,156
9827,428125,20,61
9828,428170,20,650
9829,428259,20,60
9830,428392,20,1936
9831,429128,20,728
9832,430184,20,1177
9833,430227,20,65
9834,430245,20,596
9835,430306,20,25
9836,430403,20,273
9837,430564,20,65
9838,430582,20,440
9839,430670,20,60
9840,430795,20,163
9841,430883,20,36
9842,430908,20,37
9843,430935,20,551
9844,430971,20,42
9845,431017,20,372
9846,431071,20,38
9847,431105,20,85
9848,431123,20,195
9849,431141,20,1376
9850,431187,20,152
9851,431196,20,61
9852,431266,20,79
9853,431275,20,62
9854,431284,20,72
9855,431558,20,296
9856,431600,20,305
9857,431716,20,450
9858,431983,20,78
9859,432117,20,172
9860,432269,20,74
9861,432384,20,467
9862,432524,20,104
9863,433004,20,364
9864,433013,20,971
9865,433040,20,33
9866,433068,20,429
9867,433101,20,703
9868,433138,20,90
9869,433174,20,410
9870,433387,20,135822
9871,433420,20,383
9872,433536,20,361
9873,433660,20,14227
9874,434016,20,208
9875,434061,20,5887
9876,434140,20,675
9877,434159,20,438
9878,434274,20,74
9879,434283,20,18
9880,434308,20,251
9881,434344,20,171
9882,434362,20,49
9883,434432,20,10
9884,434469,20,340
9885,434496,20,103
9886,434584,20,311
9887,434672,20,15803
9888,434751,20,103
9889,434821,20,584
9890,434830,20,186
9891,434900,20,356
9892,434937,20,57
9893,435000,20,20
9894,436030,20,230
9895,436304,20,2406
9896,436429,20,5833
9897,436553,20,509
9898,436599,20,176
9899,436614,20,58
9900,436632,20,117
9901,436650,20,146
9902,436818,20,760
9903,436827,20,474
9904,436836,20,2240
9905,437097,20,323
9906,437103,20,10859
9907,437237,20,76
9908,437556,20,1128
9909,437608,20,150
9910,437635,20,829
9911,437723,20,18
9912,437732,20,2
9913,437750,20,110
9914,437769,20,147
9915,437778,20,349
9916,437857,20,121
9917,437936,20,680
9918,438179,20,211
9919,438221,20,129
9920,438258,20,432
9921,438285,20,211
9922,438337,20,206
9923,438504,20,1484
9924,438586,20,670
9925,438674,20,48
9926,438708,20,416
9927,438735,20,160
9928,438984,20,173
9929,439020,20,1
9930,439118,20,296
9931,439190,20,2013
9932,439367,20,1408
9933,439446,20,74
9934,439455,20,335
9935,439473,20,177
9936,439491,20,217
9937,439570,20,430
9938,439622,20,312
9939,439668,20,342
9940,439701,20,272
9941,439738,20,461
9942,439747,20,168
9943,439774,20,89
9944,439783,20,7
9945,439792,20,327
9946,439844,20,49
9947,439862,20,55
9948,439871,20,168
9949,439899,20,86
9950,439932,20,60
9951,439969,20,63
9952,440059,20,779
9953,440101,20,165
9954,440262,20,448
9955,440271,20,138
9956,440396,20,305
9957,440402,20,1732
9958,440651,20,545
9959,440730,20,342
9960,440776,20,62
9961,440794,20,489
9962,440828,20,1058
9963,440855,20,195
9964,440989,20,588
9965,441025,20,124
9966,441052,20,1643
9967,441070,20,147
9968,441168,20,28
9969,441210,20,522
9970,441229,20,2221
9971,441256,20,93
9972,441371,20,7436
9973,441380,20,205
9974,441414,20,157
9975,441423,20,652
9976,441487,20,71
9977,441496,20,211
9978,441502,20,259
9979,441575,20,318
9980,441609,20,141
9981,441618,20,29
9982,441636,20,374
9983,441645,20,118
9984,441663,20,261
9985,441672,20,59
9986,441690,20,176
9987,441706,20,381
9988,441742,20,285
9989,441760,20,5302
9990,441788,20,429
9991,441830,20,39
9992,441858,20,217
9993,441876,20,206
9994,441900,20,7224
9995,441937,20,5290
9996,441982,20,402
9997,442073,20,608
9998,442134,20,339
9999,442240,20,347
10000,442329,20,949
10001,442356,20,1648
10002,442383,20,175
10003,442426,20,401
10004,442435,20,47
10005,442444,20,1064
10006,442523,20,64
10007,442569,20,3203
10008,442602,20,297
10009,442611,20,1306
10010,442639,20,177
10011,442657,20,290
10012,442781,20,1176
10013,442842,20,94
10014,442879,20,716
10015,442888,20,63
10016,442976,20,68
10017,442985,20,298
10018,443021,20,30
10019,443049,20,196
10020,443058,20,89
10021,443100,20,75
10022,443137,20,263
10023,443146,20,26
10024,443207,20,64
10025,443216,20,163
10026,443225,20,56
10027,443234,20,195
10028,443252,20,7800
10029,443261,20,232
10030,443289,20,129
10031,443298,20,11
10032,443322,20,180
10033,443331,20,2687
10034,443340,20,40
10035,443377,20,64
10036,443410,20,1042
10037,443492,20,1939
10038,443562,20,270
10039,443571,20,507
10040,443599,20,812
10041,443632,20,45
10042,443641,20,170
10043,443650,20,3667
10044,443669,20,166
10045,443696,20,48
10046,443766,20,2670
10047,443784,20,1334
10048,443951,20,62
10049,443979,20,114
10050,444051,20,52
10051,444088,20,492
10052,444130,20,98
10053,444194,20,151
10054,444219,20,10214
10055,444228,20,30
10056,444264,20,27
10057,444282,20,87
10058,444291,20,131
10059,444307,20,76
10060,444325,20,141
10061,444334,20,44
10062,444361,20,106
10063,444370,20,31
10064,444398,20,98
10065,444404,20,23
10066,444413,20,183
10067,444440,20,41
10068,444468,20,39
10069,444486,20,254
10070,444510,20,106
10071,444529,20,50
10072,444556,20,372
10073,444565,20,334
10074,444583,20,394
10075,444635,20,60
10076,444662,20,69
10077,444671,20,96
10078,444714,20,168
10079,444732,20,26
10080,444778,20,36
10081,444787,20,4244
10082,444811,20,113
10083,444857,20,116
10084,444866,20,249
10085,444936,20,95
10086,444945,20,259
10087,444954,20,1459
10088,445027,20,6830
10089,445133,20,124
10090,445188,20,8372
10091,445203,20,163
10092,445212,20,133
10093,445230,20,748
10094,445249,20,279
10095,445267,20,3247
10096,445364,20,680
10097,445498,20,7
10098,445540,20,65
10099,445647,20,194
10100,445656,20,236
10101,445692,20,530
10102,445708,20,1128
10103,445735,20,554
10104,445744,20,472
10105,445762,20,189
10106,445780,20,38
10107,445799,20,1004
10108,445841,20,132
10109,445850,20,74
10110,445911,20,798
10111,445948,20,2222
10112,445957,20,253
10113,446048,20,1250
10114,446084,20,63
10115,446093,20,50
10116,446109,20,298
10117,446118,20,649
10118,446127,20,226
10119,446163,20,428
10120,446206,20,68
10121,446224,20,8
10122,446233,20,138
10123,446242,20,200
10124,446251,20,64
10125,446260,20,1019
10126,446288,20,64
10127,446303,20,103
10128,446349,20,14
10129,446385,20,267
10130,446516,20,6
10131,446525,20,1800
10132,446552,20,1686
10133,446561,20,2373
10134,446598,20,27
10135,446604,20,2729
10136,446640,20,718
10137,446774,20,4309
10138,447014,20,199
10139,447023,20,2320
10140,447050,20,178
10141,447148,20,239
10142,447166,20,44
10143,447175,20,98
10144,447263,20,1892
10145,447351,20,590
10146,447421,20,205
10147,447449,20,49
10148,447467,20,98
10149,447582,20,1262
10150,447591,20,666
10151,447607,20,1344
10152,447616,20,1022
10153,447689,20,11907
10154,447704,20,134
10155,447713,20,195
10156,447722,20,45
10157,447731,20,101
10158,447759,20,299
10159,447768,20,2014
10160,447777,20,699
10161,447795,20,17
10162,447810,20,11
10163,447847,20,314
10164,447865,20,26
10165,447883,20,179
10166,447892,20,70
10167,447908,20,67
10168,447917,20,27
10169,447935,20,337
10170,447953,20,318
10171,447962,20,159
10172,447980,20,87
10173,447999,20,179
10174,448026,20,173
10175,448071,20,76
10176,448123,20,175
10177,448196,20,186
10178,448220,20,125
10179,448239,20,118
10180,448248,20,3758
10181,448257,20,74
10182,448275,20,33
10183,448372,20,226
10184,448424,20,66
10185,448433,20,1107
10186,448594,20,4160
10187,448600,20,98
10188,448646,20,73
10189,448673,20,1332
10190,448770,20,275
10191,448798,20,98
10192,448859,20,94
10193,448895,20,569
10194,449038,20,1314
10195,449074,20,400
10196,449083,20,452
10197,449092,20,493
10198,449135,20,243
10199,449250,20,718
10200,449311,20,148
10201,449320,20,793
10202,449339,20,40478
10203,449348,20,82
10204,449357,20,101
10205,449384,20,555
10206,449393,20,88
10207,449445,20,57
10208,449454,20,52
10209,449463,20,188
10210,449472,20,73
10211,449490,20,116
10212,449506,20,202
10213,449524,20,216
10214,449533,20,56
10215,449597,20,2
10216,449603,20,178
10217,449612,20,90
10218,449658,20,125
10219,449676,20,264
10220,449685,20,157
10221,449700,20,425
10222,449728,20,178
10223,449764,20,168
10224,449773,20,187
10225,449782,20,26
10226,449807,20,74
10227,449816,20,649
10228,449834,20,2
10229,449861,20,73
10230,449870,20,53
10231,449889,20,277
10232,449898,20,390
10233,449904,20,202
10234,449959,20,136
10235,449968,20,250
10236,449977,20,162
10237,449986,20,280
10238,449995,20,94
10239,450058,20,761
10240,450067,20,403
10241,450128,20,479
10242,450298,20,240
10243,450377,20,1473
10244,450395,20,139
10245,450401,20,367
10246,450571,20,154
10247,450599,20,70
10248,450605,20,59
10249,450614,20,135
10250,450632,20,89
10251,450641,20,327
10252,450650,20,207
10253,450696,20,429
10254,450711,20,90
10255,450720,20,588
10256,450933,20,13111
10257,450951,20,157
10258,450960,20,381
10259,450988,20,185
10260,451042,20,39
10261,451051,20,113
10262,451097,20,24
10263,451103,20,310
10264,451121,20,112
10265,451149,20,1012
10266,451158,20,764
10267,451167,20,149
10268,451194,20,19
10269,451228,20,1034
10270,451237,20,307
10271,451255,20,28
10272,451282,20,169
10273,451291,20,14
10274,451307,20,44
10275,451316,20,69
10276,451334,20,267
10277,451343,20,105
10278,451352,20,217
10279,451370,20,52
10280,451398,20,225
10281,451404,20,515
10282,451413,20,113
10283,451468,20,482
10284,451477,20,824
10285,451495,20,308
10286,451501,20,283
10287,451529,20,68
10288,451547,20,19
10289,451556,20,1817
10290,451565,20,192
10291,451574,20,142
10292,451583,20,1172
10293,451626,20,28
10294,451714,20,352
10295,451750,20,952
10296,451857,20,65
10297,451866,20,342
10298,451918,20,139
10299,451927,20,408
10300,452009,20,56
10301,452072,20,39
10302,452081,20,1273
10303,452106,20,67
10304,452124,20,392
10305,452373,20,264
10306,452771,20,10
10307,452780,20,14
10308,452887,20,65
10309,452948,20,670
10310,453163,20,2728
10311,453215,20,538
10312,453297,20,26
10313,453756,20,43
10314,453792,20,121
10315,454227,20,12214
10316,454236,20,336
10317,454245,20,745
10318,454537,20,85
10319,454546,20,234
10320,454555,20,243
10321,454582,20,419
10322,454607,20,337
10323,454652,20,128
10324,454689,20,1
10325,454698,20,316
10326,454722,20,28
10327,454759,20,41
10328,454768,20,200
10329,454777,20,202
10330,454786,20,794
10331,454795,20,256
10332,454801,20,168
10333,454810,20,8571
10334,454829,20,2398
10335,454856,20,949
10336,454865,20,1037
10337,454874,20,68
10338,454917,20,884
10339,454926,20,301
10340,454935,20,67
10341,454944,20,246
10342,454953,20,62
10343,454962,20,60
10344,454971,20,206
10345,454980,20,148
10346,454999,20,137
10347,455008,20,173
10348,455026,20,74
10349,455062,20,39
10350,455071,20,121
10351,455080,20,263
10352,455105,20,77
10353,455114,20,10326
10354,455141,20,171
10355,455187,20,293
10356,455196,20,4089
10357,455202,20,397
10358,455211,20,309
10359,455220,20,110
10360,455257,20,461
10361,455275,20,242
10362,455284,20,241
10363,455327,20,41
10364,455336,20,200
10365,455354,20,256
10366,455381,20,174
10367,455460,20,154
10368,455479,20,657
10369,455488,20,305
10370,455512,20,3664
10371,455628,20,339
10372,455664,20,324
10373,455707,20,51
10374,455725,20,668
10375,455734,20,114
10376,455761,20,342
10377,455770,20,147
10378,455798,20,140
10379,455831,20,261
10380,455859,20,276
10381,455868,20,366
10382,455877,20,99
10383,455886,20,193
10384,455895,20,438
10385,455901,20,167
10386,455910,20,57
10387,455929,20,57
10388,455965,20,113
10389,455974,20,276
10390,455983,20,239
10391,456001,20,97
10392,456029,20,189
10393,456038,20,373
10394,456065,20,142
10395,456074,20,166
10396,456135,20,80
10397,456153,20,96
10398,456205,20,214
10399,456214,20,443
10400,456287,20,116
10401,456454,20,371
10402,456481,20,29
10403,456490,20,102
10404,456506,20,124
10405,456515,20,46
10406,456542,20,63
10407,456551,20,74
10408,456579,20,277
10409,456588,20,34
10410,456597,20,259
10411,456621,20,377
10412,456825,20,224
10413,456852,20,437
10414,456922,20,176
10415,456931,20,392
10416,456959,20,588
10417,456968,20,1112
10418,456977,20,262
10419,457031,20,84
10420,457077,20,514
10421,457086,20,176
10422,457101,20,359
10423,457110,20,500
10424,457129,20,839
10425,457192,20,51
10426,457208,20,78
10427,457226,20,58
10428,457253,20,102
10429,457299,20,484
10430,457314,20,132
10431,457323,20,275
10432,457332,20,63
10433,457341,20,184
10434,457350,20,73
10435,457378,20,170
10436,457387,20,517
10437,457396,20,96
10438,457402,20,260
10439,457411,20,297
10440,457420,20,222
10441,457439,20,146
10442,457448,20,62
10443,457466,20,26
10444,457475,20,120
10445,457484,20,114
10446,457493,20,62
10447,457527,20,195
10448,457536,20,824
10449,457545,20,79
10450,457563,20,266
10451,457572,20,127
10452,457581,20,178
10453,457606,20,84
10454,457615,20,40
10455,457624,20,39
10456,457633,20,273
10457,457642,20,45
10458,457679,20,18
10459,457697,20,188
10460,457749,20,147
10461,457767,20,148
10462,457776,20,113
10463,457785,20,109
10464,457794,20,155
10465,457800,20,87
10466,457819,20,637
10467,457837,20,139
10468,457855,20,75
10469,457873,20,129
10470,457916,20,108
10471,457925,20,13
10472,457943,20,50
10473,457952,20,174
10474,457989,20,45
10475,458007,20,64
10476,458034,20,41
10477,458043,20,89
10478,458061,20,59
10479,458070,20,267
10480,458098,20,127
10481,458104,20,206
10482,458113,20,87
10483,458122,20,37
10484,458131,20,157
10485,458140,20,43
10486,458168,20,76
10487,458210,20,3168
10488,458229,20,2647
10489,458274,20,145
10490,458405,20,169
10491,458423,20,83
10492,458441,20,270
10493,458681,20,265
10494,458803,20,216
10495,458812,20,125
10496,458821,20,44
10497,458830,20,174
10498,458858,20,209
10499,458867,20,209
10500,458885,20,456
10501,458919,20,4878
10502,458955,20,400
10503,458964,20,1830
10504,458973,20,2397
10505,459019,20,81
10506,459046,20,72
10507,459055,20,58
10508,459064,20,81
10509,459116,20,102
10510,459170,20,305
10511,459198,20,262
10512,459204,20,5191
10513,459213,20,2844
10514,459231,20,212
10515,459259,20,320
10516,459268,20,252
10517,459277,20,316
10518,459286,20,169
10519,459295,20,85
10520,459301,20,130
10521,459329,20,561
10522,459347,20,104
10523,459374,20,144
10524,459392,20,169
10525,459408,20,64
10526,459426,20,174
10527,459499,20,26
10528,459514,20,63
10529,459523,20,65
10530,459532,20,91
10531,459541,20,11
10532,459550,20,148
10533,459578,20,111
10534,459727,20,451
10535,459824,20,19
10536,459842,20,543
10537,459851,20,379
10538,459949,20,6706
10539,459958,20,332
10540,459967,20,637
10541,459985,20,437
10542,459994,20,10093
10543,460011,20,178
10544,460020,20,513
10545,460093,20,39
10546,460109,20,115
10547,460118,20,69
10548,460127,20,90
10549,460136,20,1019
10550,460145,20,48
10551,460172,20,592
10552,460181,20,183
10553,460190,20,145
10554,460206,20,122
10555,460349,20,1990
10556,460376,20,5
10557,460394,20,10023
10558,460464,20,10787
10559,460482,20,199
10560,460534,20,407
10561,460543,20,1661
10562,460677,20,414
10563,460701,20,192
10564,460756,20,217
10565,460765,20,46
10566,460808,20,16
10567,460817,20,187
10568,460826,20,524
10569,460835,20,164
10570,460862,20,171
10571,460871,20,567
10572,460914,20,390
10573,460932,20,83
10574,460969,20,348
10575,460978,20,320
10576,460987,20,92
10577,460996,20,117
10578,461014,20,1004
10579,461023,20,388
10580,461032,20,122
10581,461087,20,1340
10582,461111,20,41
10583,461148,20,965
10584,461175,20,125
10585,461193,20,194
10586,461218,20,866
10587,461245,20,106
10588,461254,20,65
10589,461263,20,200
10590,461272,20,62
10591,461281,20,97
10592,461306,20,275
10593,461315,20,222
10594,461324,20,788
10595,461333,20,12
10596,461342,20,116
10597,461379,20,28
10598,461388,20,36
10599,461412,20,87
10600,461421,20,209
10601,461430,20,545
10602,461494,20,165
10603,461500,20,45
10604,461528,20,172
10605,461537,20,21
10606,461555,20,157
10607,461573,20,140
10608,461582,20,121
10609,461607,20,123
10610,461625,20,27
10611,461643,20,18
10612,461652,20,93
10613,461689,20,290
10614,461704,20,133
10615,461713,20,53
10616,461722,20,65
10617,461740,20,42
10618,461759,20,389
10619,461768,20,244
10620,461786,20,34
10621,461795,20,573
10622,461810,20,12
10623,461829,20,95
10624,461838,20,149
10625,461847,20,59
10626,461856,20,69
10627,461865,20,46
10628,461874,20,104
10629,461883,20,104
10630,461892,20,166
10631,461908,20,95
10632,461917,20,224
10633,461926,20,162
10634,461944,20,68
10635,461953,20,25
10636,461962,20,274
10637,461999,20,179
10638,462008,20,219
10639,462017,20,103
10640,462035,20,408
10641,462053,20,140
10642,462062,20,140
10643,462071,20,195
10644,462336,20,59
10645,462354,20,298
10646,463056,20,1494
10647,464226,20,768
10648,466921,20,328
10649,466930,20,2416
10650,467094,20,145
10651,467863,20,300
10652,467872,20,266
10653,467906,20,133
10654,468246,20,119
10655,468255,20,28
10656,468769,20,179
10657,468848,20,777
10658,468893,20,226
10659,468909,20,1093
10660,468963,20,527
10661,469416,20,255
10662,469610,20,11
10663,469629,20,120
10664,469911,20,82
10665,470038,20,1447
10666,470047,20,36
10667,470296,20,17
10668,470393,20,135
10669,474863,20,1617
10670,474915,20,382
10671,474924,20,217
10672,475015,20,179
10673,475024,20,305
10674,475033,20,96
10675,475060,20,206
10676,475121,20,6494
10677,475176,20,649
10678,475200,20,170
10679,475273,20,254
10680,475282,20,88
10681,475325,20,214
10682,475398,20,99
10683,475404,20,164
10684,475422,20,65
10685,475431,20,33
10686,475468,20,247
10687,475486,20,265
10688,475547,20,108
10689,475556,20,133
10690,475565,20,1101
10691,475574,20,40
10692,475608,20,118
10693,475635,20,14
10694,475653,20,29
10695,475662,20,52
10696,475705,20,24
10697,475714,20,303
10698,475723,20,691
10699,475732,20,1588
10700,475741,20,177
10701,475839,20,154
10702,476063,20,394
10703,476179,20,169
10704,476230,20,16
10705,476355,20,32
10706,476489,20,81
10707,476498,20,478
10708,476540,20,122
10709,476559,20,136
10710,476568,20,18
10711,476595,20,64
10712,476601,20,91
10713,476610,20,28
10714,476629,20,152
10715,476683,20,395
10716,476692,20,47
10717,476708,20,145
10718,476717,20,679
10719,476726,20,883
10720,476735,20,30
10721,476753,20,264
10722,476780,20,73
10723,476799,20,255
10724,476805,20,38
10725,476814,20,413
10726,476841,20,212
10727,476850,20,82
10728,476869,20,116
10729,476878,20,157
10730,476887,20,653
10731,476896,20,134
10732,476902,20,97
10733,476939,20,553
10734,476975,20,6568
10735,476984,20,189
10736,476993,20,263
10737,477002,20,44
10738,477039,20,1014
10739,477233,20,98
10740,478582,20,137
10741,478591,20,198
10742,478616,20,124
10743,478917,20,49
10744,478953,20,223
10745,479062,20,143
10746,479424,20,326
10747,479956,20,7945
10748,479965,20,162
10749,479974,20,85
10750,479983,20,115
10751,479992,20,12
10752,480000,20,62
10753,480019,20,780
10754,480028,20,60
10755,480037,20,1617
10756,480073,20,243
10757,480091,20,9418
10758,480125,20,438
10759,480161,20,7
10760,480198,20,161
10761,480204,20,416
10762,480310,20,73
10763,480471,20,823
10764,480523,20,106
10765,480532,20,37
10766,480550,20,66
10767,480569,20,629
10768,480657,20,333
10769,480727,20,36
10770,480781,20,105
10771,480824,20,633
10772,480833,20,1025
10773,480842,20,31
10774,480851,20,37
10775,480879,20,46
10776,480888,20,195
10777,480903,20,517
10778,480921,20,91
10779,480967,20,250
10780,480976,20,56
10781,480985,20,253
10782,480994,20,118
10783,481003,20,261
10784,481021,20,47
10785,481049,20,17
10786,481058,20,72
10787,481067,20,30
10788,481085,20,257
10789,481100,20,104
10790,481128,20,74
10791,481137,20,91
10792,481146,20,71
10793,481155,20,150
10794,481191,20,108
