,UNITID,EFLEVEL,EFTOTAL
23458,144944,34,5134
23459,144962,34,2347
23460,144971,34,393
23461,145099,34,224
23462,145239,34,212
23463,145309,34,24
23464,145336,34,2244
23465,145354,34,32
23466,145372,34,663
23467,145406,34,456
23468,145424,34,60
23469,145433,34,106
23470,145497,34,62
23471,145521,34,630
23472,145600,34,17167
23473,145619,34,1463
23474,145637,34,26298
23475,145646,34,1129
23476,145682,34,3552
23477,145691,34,672
23478,145707,34,301
23479,145725,34,2278
23480,145813,34,14267
23481,145831,34,1330
23482,146205,34,1363
23483,146278,34,850
23484,146296,34,8196
23485,146339,34,602
23486,146348,34,1438
23487,146366,34,1351
23488,146418,34,1256
23489,146427,34,748
23490,146454,34,37
23491,146472,34,7227
23492,146481,34,1357
23493,146506,34,1694
23494,146533,34,81
23495,146603,34,1692
23496,146612,34,3045
23497,146667,34,42
23498,146685,34,2734
23499,146700,34,842
23500,146719,34,8444
23501,146755,34,59
23502,146807,34,62
23503,146816,34,293
23504,147004,34,3708
23505,147013,34,1164
23506,147129,34,360
23507,147244,34,1129
23508,147341,34,514
23509,147369,34,1424
23510,147378,34,5657
23511,147396,34,35
23512,147411,34,1914
23513,147536,34,3310
23514,147590,34,22
23515,147642,34,50
23516,147660,34,1844
23517,147679,34,1396
23518,147703,34,9075
23519,147767,34,6849
23520,147776,34,3316
23521,147800,34,5481
23522,147819,34,26
23523,147828,34,1836
23524,147916,34,2394
23525,148007,34,1968
23526,148016,34,253
23527,148098,34,51
23528,148131,34,711
23529,148256,34,800
23530,148292,34,1274
23531,148380,34,3285
23532,148405,34,765
23533,148487,34,1984
23534,148496,34,1620
23535,148511,34,120
23536,148575,34,267
23537,148584,34,1054
23538,148593,34,76
23539,148627,34,2271
23540,148654,34,2033
23541,148672,34,803
23542,148821,34,453
23543,148876,34,628
23544,148937,34,397
23545,148955,34,2
23546,148991,34,579
23547,149028,34,150
23548,149204,34,40
23549,149222,34,6495
23550,149231,34,7234
23551,149310,34,48
23552,149329,34,60
23553,149365,34,1657
23554,149505,34,637
23555,149514,34,126
23556,149532,34,4886
23557,149550,34,100
23558,149639,34,53
23559,149727,34,4042
23560,149763,34,385
23561,149772,34,3971
23562,149781,34,1534
23563,149842,34,6581
23564,150066,34,760
23565,150136,34,9944
23566,150145,34,843
23567,150163,34,3232
23568,150172,34,405
23569,150251,34,173
23570,150303,34,241
23571,150400,34,1305
23572,150428,34,17
23573,150455,34,410
23574,150534,34,1015
23575,150604,34,616
23576,150668,34,604
23577,150677,34,1059
23578,150756,34,694
23579,150765,34,42
23580,150774,34,286
23581,150853,34,203
23582,150941,34,748
23583,150987,34,41569
23584,151102,34,4072
23585,151111,34,13299
23586,151263,34,2340
23587,151290,34,918
23588,151306,34,4061
23589,151324,34,5052
23590,151333,34,1826
23591,151342,34,2921
23592,151351,34,27021
23593,151360,34,2112
23594,151379,34,2443
23595,151388,34,2110
23596,151467,34,114
23597,151564,34,40
23598,151607,34,56
23599,151661,34,731
23600,151777,34,607
23601,151786,34,1716
23602,151801,34,1427
23603,151810,34,140
23604,151962,34,295
23605,152044,34,16
23606,152080,34,6848
23607,152099,34,346
23608,152150,34,58
23609,152275,34,94
23610,152309,34,79
23611,152318,34,1672
23612,152336,34,1181
23613,152381,34,685
23614,152390,34,979
23615,152497,34,117
23616,152530,34,1328
23617,152567,34,1661
23618,152600,34,1633
23619,152628,34,15
23620,152637,34,2513
23621,152673,34,616
23622,152798,34,279
23623,152992,34,474
23624,153001,34,1161
23625,153074,34,113
23626,153083,34,102
23627,153108,34,788
23628,153126,34,583
23629,153144,34,887
23630,153162,34,776
23631,153214,34,7538
23632,153241,34,58
23633,153250,34,1086
23634,153269,34,2031
23635,153278,34,1148
23636,153296,34,325
23637,153302,34,131
23638,153311,34,2391
23639,153320,34,245
23640,153366,34,663
23641,153375,34,1135
23642,153384,34,1248
23643,153427,34,60
23644,153445,34,1655
23645,153463,34,15
23646,153472,34,1002
23647,153524,34,1963
23648,153533,34,581
23649,153542,34,16
23650,153597,34,56
23651,153603,34,19174
23652,153630,34,1867
23653,153658,34,16627
23654,153737,34,5120
23655,153746,34,19
23656,153764,34,47
23657,153773,34,10
23658,153782,34,5
23659,153825,34,830
23660,153834,34,1102
23661,153861,34,711
23662,153922,34,520
23663,153977,34,824
23664,154004,34,829
23665,154013,34,927
23666,154022,34,23142
23667,154059,34,793
23668,154095,34,6047
23669,154101,34,842
23670,154110,34,1304
23671,154129,34,526
23672,154174,34,41
23673,154208,34,91
23674,154235,34,1679
23675,154262,34,185
23676,154332,34,73
23677,154350,34,788
23678,154378,34,948
23679,154396,34,490
23680,154448,34,110
23681,154457,34,21
23682,154466,34,23
23683,154493,34,1863
23684,154518,34,1945
23685,154527,34,1022
23686,154545,34,54
23687,154572,34,1790
23688,154590,34,1093
23689,154642,34,468
23690,154688,34,844
23691,154697,34,1533
23692,154712,34,1609
23693,154721,34,409
23694,154749,34,339
23695,154800,34,4256
23696,154855,34,313
23697,154907,34,547
23698,154925,34,475
23699,154934,34,601
23700,154952,34,1014
23701,154998,34,608
23702,155007,34,295
23703,155025,34,1919
23704,155052,34,223
23705,155061,34,8906
23706,155070,34,113
23707,155089,34,767
23708,155098,34,499
23709,155104,34,814
23710,155140,34,655
23711,155159,34,49
23712,155177,34,199
23713,155186,34,761
23714,155195,34,2055
23715,155201,34,329
23716,155210,34,8458
23717,155283,34,45
23718,155292,34,2304
23719,155308,34,127
23720,155317,34,14598
23721,155335,34,680
23722,155353,34,28
23723,155399,34,11648
23724,155414,34,631
23725,155423,34,279
23726,155450,34,538
23727,155487,34,236
23728,155496,34,102
23729,155511,34,545
23730,155520,34,768
23731,155566,34,560
23732,155593,34,258
23733,155618,34,138
23734,155627,34,642
23735,155636,34,223
23736,155681,34,3285
23737,155715,34,315
23738,155812,34,668
23739,155830,34,227
23740,155858,34,730
23741,155900,34,822
23742,155937,34,427
23743,155973,34,401
23744,156082,34,3151
23745,156107,34,2076
23746,156125,34,8707
23747,156134,34,746
23748,156189,34,350
23749,156213,34,1011
23750,156231,34,1155
23751,156286,34,1654
23752,156295,34,1059
23753,156310,34,228
23754,156338,34,2157
23755,156356,34,389
23756,156365,34,1957
23757,156392,34,5886
23758,156408,34,985
23759,156417,34,120
23760,156426,34,167
23761,156471,34,3730
23762,156541,34,4823
23763,156620,34,8892
23764,156648,34,2801
23765,156745,34,873
23766,156754,34,36
23767,156790,34,1042
23768,156842,34,158
23769,156851,34,679
23770,156860,34,1191
23771,156921,34,5279
23772,156967,34,121
23773,157021,34,189
23774,157030,34,60
23775,157058,34,973
23776,157076,34,560
23777,157085,34,16752
23778,157100,34,272
23779,157216,34,1214
23780,157289,34,11070
23781,157304,34,1397
23782,157331,34,1595
23783,157377,34,985
23784,157386,34,3462
23785,157401,34,4987
23786,157438,34,2142
23787,157447,34,6770
23788,157483,34,2094
23789,157535,34,825
23790,157553,34,1132
23791,157614,34,41
23792,157650,34,86
23793,157669,34,48
23794,157678,34,50
23795,157711,34,2801
23796,157739,34,1238
23797,157748,34,669
23798,157757,34,480
23799,157793,34,1975
23800,157809,34,907
23801,157818,34,735
23802,157863,34,538
23803,157951,34,9445
23804,158088,34,827
23805,158246,34,91
23806,158325,34,130
23807,158431,34,3840
23808,158477,34,360
23809,158538,34,42
23810,158617,34,257
23811,158662,34,9087
23812,158778,34,58
23813,158787,34,48
23814,158802,34,863
23815,158884,34,1149
23816,159009,34,3190
23817,159027,34,84
23818,159197,34,347
23819,159328,34,78
23820,159373,34,843
23821,159382,34,3932
23822,159391,34,21686
23823,159407,34,1818
23824,159416,34,1865
23825,159513,34,172
23826,159522,34,129
23827,159531,34,24
23828,159568,34,530
23829,159601,34,3
23830,159647,34,5556
23831,159656,34,2304
23832,159717,34,3783
23833,159939,34,3650
23834,159948,34,638
23835,159966,34,3603
23836,159993,34,3842
23837,160010,34,579
23838,160038,34,4774
23839,160065,34,372
23840,160074,34,760
23841,160117,34,84
23842,160126,34,44
23843,160199,34,33
23844,160320,34,2320
23845,160409,34,77
23846,160472,34,4
23847,160481,34,1494
23848,160524,34,174
23849,160579,34,2266
23850,160597,34,99
23851,160612,34,7162
23852,160621,34,4260
23853,160630,34,941
23854,160649,34,1558
23855,160658,34,9205
23856,160667,34,1568
23857,160755,34,5892
23858,160904,34,1842
23859,160959,34,277
23860,160977,34,1248
23861,160995,34,425
23862,161004,34,1342
23863,161022,34,222
23864,161077,34,1599
23865,161086,34,1677
23866,161138,34,1063
23867,161192,34,1047
23868,161208,34,32
23869,161217,34,2486
23870,161226,34,901
23871,161235,34,567
23872,161253,34,6472
23873,161299,34,658
23874,161341,34,1230
23875,161457,34,1600
23876,161484,34,399
23877,161493,34,73
23878,161509,34,294
23879,161518,34,651
23880,161527,34,172
23881,161545,34,3296
23882,161554,34,3527
23883,161563,34,494
23884,161572,34,4896
23885,161581,34,217
23886,161688,34,1387
23887,161767,34,6653
23888,161800,34,96
23889,161855,34,27
23890,161864,34,2558
23891,161873,34,1235
23892,162007,34,4216
23893,162061,34,189
23894,162104,34,983
23895,162122,34,3121
23896,162168,34,886
23897,162210,34,416
23898,162283,34,1349
23899,162335,34,41
23900,162371,34,322
23901,162557,34,2908
23902,162584,34,2236
23903,162609,34,214
23904,162654,34,687
23905,162690,34,1978
23906,162706,34,2655
23907,162760,34,899
23908,162779,34,5275
23909,162830,34,63
23910,162928,34,4199
23911,163028,34,685
23912,163046,34,2863
23913,163204,34,46904
23914,163259,34,959
23915,163268,34,8457
23916,163286,34,24049
23917,163295,34,1042
23918,163338,34,1437
23919,163347,34,288
23920,163408,34,48
23921,163426,34,10719
23922,163453,34,6011
23923,163462,34,1326
23924,163532,34,249
23925,163541,34,168
23926,163578,34,493
23927,163657,34,5858
23928,163815,34,27
23929,163851,34,4680
23930,163912,34,1124
23931,163976,34,352
23932,164076,34,13386
23933,164155,34,3308
23934,164173,34,2234
23935,164216,34,660
23936,164270,34,1228
23937,164313,34,1550
23938,164368,34,537
23939,164447,34,820
23940,164465,34,1419
23941,164492,34,699
23942,164535,34,39
23943,164562,34,1185
23944,164580,34,2070
23945,164599,34,29
23946,164614,34,27
23947,164632,34,1061
23948,164739,34,3168
23949,164748,34,6008
23950,164775,34,885
23951,164872,34,252
23952,164924,34,7530
23953,164988,34,14705
23954,165015,34,2798
23955,165024,34,6319
23956,165033,34,3620
23957,165060,34,144
23958,165112,34,5774
23959,165167,34,586
23960,165194,34,1750
23961,165255,34,83
23962,165264,34,711
23963,165334,34,1707
23964,165529,34,1233
23965,165556,34,27
23966,165574,34,803
23967,165608,34,42
23968,165635,34,160
23969,165644,34,296
23970,165662,34,3148
23971,165671,34,1337
23972,165699,34,2205
23973,165750,34,27
23974,165802,34,933
23975,165820,34,2214
23976,165866,34,2057
23977,165884,34,204
23978,165936,34,920
23979,165981,34,988
23980,166018,34,457
23981,166027,34,6111
23982,166054,34,35
23983,166124,34,2192
23984,166133,34,2447
23985,166391,34,838
23986,166407,34,195
23987,166452,34,1065
23988,166489,34,22
23989,166498,34,47
23990,166513,34,9549
23991,166629,34,18408
23992,166638,34,9385
23993,166647,34,2224
23994,166656,34,2804
23995,166674,34,1380
23996,166683,34,3480
23997,166692,34,914
23998,166717,34,36
23999,166805,34,39
24000,166823,34,2823
24001,166850,34,2972
24002,166869,34,112
24003,166887,34,3619
24004,166911,34,205
24005,166939,34,1611
24006,166957,34,1971
24007,167039,34,2
24008,167057,34,270
24009,167260,34,818
24010,167288,34,557
24011,167297,34,131
24012,167312,34,3218
24013,167358,34,12975
24014,167376,34,2696
24015,167394,34,755
24016,167525,34,1716
24017,167534,34,4164
24018,167598,34,852
24019,167631,34,1024
24020,167677,34,14
24021,167729,34,3476
24022,167783,34,1387
24023,167792,34,135
24024,167835,34,1852
24025,167871,34,64
24026,167899,34,1440
24027,167905,34,3010
24028,167987,34,3913
24029,167996,34,1830
24030,168005,34,3220
24031,168032,34,9
24032,168148,34,5069
24033,168218,34,1747
24034,168227,34,2661
24035,168254,34,1777
24036,168263,34,2769
24037,168281,34,1222
24038,168342,34,1519
24039,168421,34,3984
24040,168430,34,3054
24041,168528,34,1151
24042,168546,34,984
24043,168555,34,7
24044,168573,34,473
24045,168591,34,862
24046,168607,34,448
24047,168740,34,990
24048,168786,34,905
24049,168847,34,2670
24050,168883,34,850
24051,168892,34,56
24052,169080,34,2145
24053,169187,34,92
24054,169248,34,7872
24055,169275,34,3706
24056,169284,34,141
24057,169327,34,689
24058,169363,34,620
24059,169442,34,1023
24060,169479,34,2625
24061,169503,34,228
24062,169521,34,4779
24063,169576,34,137
24064,169655,34,923
24065,169716,34,1737
24066,169761,34,452
24067,169798,34,8853
24068,169813,34,44
24069,169910,34,6471
24070,169974,34,369
24071,169983,34,1051
24072,169992,34,336
24073,170000,34,618
24074,170037,34,1082
24075,170055,34,7710
24076,170082,34,14237
24077,170091,34,82
24078,170240,34,6508
24079,170286,34,1210
24080,170301,34,2440
24081,170444,34,2931
24082,170532,34,805
24083,170541,34,3880
24084,170550,34,2171
24085,170587,34,803
24086,170611,34,60
24087,170620,34,1292
24088,170639,34,1137
24089,170657,34,6002
24090,170675,34,1389
24091,170736,34,16
24092,170790,34,11078
24093,170806,34,1372
24094,170967,34,685
24095,170976,34,26022
24096,171012,34,54
24097,171100,34,30710
24098,171128,34,4366
24099,171137,34,4725
24100,171146,34,3624
24101,171155,34,1646
24102,171225,34,1121
24103,171234,34,851
24104,171304,34,1940
24105,171395,34,621
24106,171456,34,4874
24107,171483,34,2079
24108,171492,34,1559
24109,171535,34,8643
24110,171571,34,10214
24111,171599,34,584
24112,171775,34,37
24113,171881,34,82
24114,171988,34,46
24115,171997,34,72
24116,172015,34,48
24117,172033,34,174
24118,172051,34,4712
24119,172200,34,5329
24120,172264,34,1252
24121,172291,34,1410
24122,172307,34,840
24123,172334,34,784
24124,172422,34,69
24125,172495,34,222
24126,172608,34,535
24127,172617,34,6309
24128,172635,34,6089
24129,172644,34,12688
24130,172671,34,475
24131,172680,34,65
24132,172699,34,10232
24133,172866,34,105
24134,172918,34,951
24135,172954,34,1266
24136,172963,34,2982
24137,173045,34,1745
24138,173063,34,1443
24139,173115,34,523
24140,173124,34,2645
24141,173142,34,493
24142,173160,34,1578
24143,173203,34,1033
24144,173258,34,1481
24145,173300,34,1283
24146,173328,34,2409
24147,173416,34,1545
24148,173452,34,568
24149,173461,34,1892
24150,173559,34,2098
24151,173638,34,1306
24152,173647,34,1431
24153,173665,34,1290
24154,173708,34,2284
24155,173735,34,1355
24156,173744,34,537
24157,173799,34,1737
24158,173902,34,1613
24159,173911,34,1506
24160,173920,34,8914
24161,173957,34,251
24162,174020,34,4844
24163,174066,34,23729
24164,174075,34,1404
24165,174127,34,532
24166,174136,34,3830
24167,174154,34,632
24168,174190,34,35
24169,174233,34,5654
24170,174251,34,707
24171,174321,34,32
24172,174358,34,2511
24173,174376,34,2658
24174,174428,34,4465
24175,174437,34,580
24176,174473,34,1087
24177,174491,34,1131
24178,174507,34,246
24179,174525,34,75
24180,174570,34,398
24181,174738,34,2397
24182,174747,34,1013
24183,174756,34,2220
24184,174783,34,4286
24185,174792,34,1103
24186,174817,34,784
24187,174844,34,2224
24188,174862,34,584
24189,174899,34,1376
24190,174914,34,4333
24191,174978,34,95
24192,175005,34,2016
24193,175014,34,7494
24194,175041,34,2825
24195,175078,34,1678
24196,175120,34,17
24197,175227,34,1041
24198,175236,34,1544
24199,175263,34,892
24200,175272,34,3927
24201,175315,34,4868
24202,175342,34,1785
24203,175421,34,1127
24204,175430,34,427
24205,175494,34,94
24206,175519,34,881
24207,175573,34,1402
24208,175616,34,1395
24209,175643,34,1012
24210,175652,34,2142
24211,175698,34,3
24212,175722,34,29
24213,175786,34,4794
24214,175810,34,2808
24215,175829,34,2531
24216,175856,34,3791
24217,175883,34,2577
24218,175935,34,1609
24219,175980,34,427
24220,176008,34,1158
24221,176017,34,13758
24222,176035,34,1434
24223,176044,34,985
24224,176053,34,1749
24225,176062,34,46
24226,176071,34,4258
24227,176080,34,14341
24228,176169,34,1738
24229,176178,34,3707
24230,176239,34,3836
24231,176318,34,329
24232,176336,34,60
24233,176354,34,1008
24234,176372,34,8166
24235,176406,34,552
24236,176433,34,52
24237,176451,34,25
24238,176479,34,1614
24239,176628,34,811
24240,176664,34,233
24241,176716,34,100
24242,176770,34,624
24243,176789,34,143
24244,176798,34,124
24245,176910,34,125
24246,176947,34,787
24247,176965,34,4592
24248,176983,34,8
24249,177038,34,76
24250,177065,34,4758
24251,177083,34,24
24252,177117,34,200
24253,177135,34,1768
24254,177144,34,634
24255,177214,34,1031
24256,177250,34,1069
24257,177302,34,151
24258,177339,34,875
24259,177418,34,472
24260,177436,34,19
24261,177472,34,5607
24262,177542,34,303
24263,177551,34,826
24264,177588,34,47
24265,177603,34,99
24266,177676,34,1599
24267,177685,34,124
24268,177719,34,426
24269,177746,34,542
24270,177931,34,16
24271,177940,34,1009
24272,177968,34,3857
24273,177977,34,1085
24274,177986,34,245
24275,177995,34,7487
24276,178059,34,5142
24277,178077,34,67
24278,178183,34,132
24279,178208,34,707
24280,178217,34,910
24281,178244,34,1188
24282,178341,34,2522
24283,178369,34,852
24284,178387,34,1770
24285,178396,34,17979
24286,178402,34,5329
24287,178411,34,4271
24288,178420,34,4644
24289,178448,34,1948
24290,178527,34,20
24291,178615,34,2021
24292,178624,34,3515
24293,178679,34,466
24294,178697,34,1159
24295,178721,34,5067
24296,178767,34,90
24297,178828,34,1
24298,178891,34,974
24299,178989,34,249
24300,179043,34,1362
24301,179159,34,5549
24302,179195,34,28
24303,179265,34,157
24304,179308,34,8784
24305,179326,34,1073
24306,179344,34,524
24307,179511,34,90
24308,179539,34,1557
24309,179548,34,279
24310,179557,34,5301
24311,179566,34,10566
24312,179645,34,1345
24313,179715,34,728
24314,179867,34,6069
24315,179894,34,1728
24316,179946,34,433
24317,179955,34,639
24318,179964,34,829
24319,179991,34,21
24320,180054,34,190
24321,180063,34,4
24322,180081,34,198
24323,180090,34,29
24324,180106,34,779
24325,180151,34,121
24326,180160,34,200
24327,180179,34,2132
24328,180197,34,860
24329,180203,34,84
24330,180212,34,367
24331,180249,34,664
24332,180258,34,414
24333,180276,34,449
24334,180328,34,244
24335,180373,34,214
24336,180416,34,1134
24337,180461,34,10838
24338,180489,34,5427
24339,180522,34,613
24340,180595,34,579
24341,180647,34,490
24342,180692,34,972
24343,180814,34,9879
24344,180832,34,575
24345,180878,34,470
24346,180902,34,2411
24347,180948,34,1312
24348,180957,34,61
24349,180984,34,889
24350,181002,34,3186
24351,181020,34,735
24352,181127,34,634
24353,181145,34,25
24354,181190,34,85
24355,181215,34,3220
24356,181297,34,697
24357,181303,34,6483
24358,181312,34,554
24359,181330,34,908
24360,181394,34,9417
24361,181419,34,275
24362,181428,34,861
24363,181446,34,1074
24364,181464,34,14188
24365,181491,34,1478
24366,181534,34,921
24367,181543,34,16
24368,181604,34,366
24369,181640,34,4509
24370,181738,34,348
24371,181765,34,128
24372,181783,34,2310
24373,181817,34,633
24374,181853,34,313
24375,181880,34,160
24376,182005,34,21931
24377,182148,34,476
24378,182281,34,19548
24379,182290,34,12302
24380,182306,34,1598
24381,182500,34,5021
24382,182564,34,1460
24383,182634,34,604
24384,182670,34,3161
24385,182704,34,58
24386,182722,34,163
24387,182795,34,787
24388,182892,34,22
24389,182917,34,38
24390,182980,34,743
24391,183026,34,141412
24392,183035,34,11
24393,183044,34,8623
24394,183062,34,1952
24395,183071,34,414
24396,183080,34,2313
24397,183099,34,1653
24398,183105,34,309
24399,183114,34,496
24400,183123,34,347
24401,183132,34,1153
24402,183141,34,753
24403,183150,34,963
24404,183202,34,56
24405,183211,34,1020
24406,183239,34,1459
24407,183248,34,86
24408,183257,34,975
24409,183275,34,70
24410,183488,34,759
24411,183600,34,22
24412,183655,34,2863
24413,183725,34,304
24414,183743,34,7967
24415,183789,34,1598
24416,183804,34,3532
24417,183822,34,719
24418,183859,34,6124
24419,183877,34,4372
24420,183910,34,1092
24421,183938,34,5266
24422,183974,34,756
24423,183983,34,2
24424,184056,34,371
24425,184092,34,612
24426,184180,34,3948
24427,184205,34,1452
24428,184348,34,1106
24429,184427,34,188
24430,184481,34,4265
24431,184506,34,43
24432,184603,34,1972
24433,184612,34,1404
24434,184694,34,1446
24435,184746,34,8
24436,184773,34,942
24437,184782,34,12092
24438,184791,34,3207
24439,184816,34,55
24440,184959,34,806
24441,184968,34,180
24442,184995,34,4593
24443,185129,34,3500
24444,185262,34,8874
24445,185396,34,986
24446,185466,34,2
24447,185509,34,3993
24448,185536,34,5700
24449,185572,34,2856
24450,185590,34,13638
24451,185679,34,541
24452,185721,34,342
24453,185767,34,192
24454,185828,34,7000
24455,185873,34,3825
24456,185970,34,94
24457,186016,34,451
24458,186034,34,3787
24459,186052,34,537
24460,186131,34,4215
24461,186186,34,144
24462,186201,34,3652
24463,186274,34,155
24464,186283,34,2386
24465,186371,34,3239
24466,186380,34,28676
24467,186399,34,5779
24468,186405,34,15
24469,186423,34,53
24470,186432,34,1486
24471,186469,34,652
24472,186584,34,4352
24473,186593,34,134
24474,186618,34,496
24475,186645,34,3825
24476,186867,34,3060
24477,186876,34,6240
24478,186900,34,68
24479,187000,34,411
24480,187046,34,6685
24481,187134,34,5284
24482,187198,34,5902
24483,187444,34,5640
24484,187505,34,375
24485,187532,34,12495
24486,187596,34,906
24487,187620,34,3615
24488,187639,34,952
24489,187648,34,2696
24490,187666,34,961
24491,187745,34,249
24492,187897,34,1330
24493,187903,34,866
24494,187912,34,163
24495,187958,34,711
24496,187967,34,900
24497,187976,34,188
24498,187985,34,13107
24499,187994,34,412
24500,188003,34,351
24501,188021,34,242
24502,188030,34,9170
24503,188049,34,336
24504,188058,34,726
24505,188100,34,3677
24506,188137,34,1796
24507,188182,34,243
24508,188216,34,188
24509,188225,34,292
24510,188261,34,205
24511,188289,34,39
24512,188304,34,1586
24513,188340,34,903
24514,188429,34,3700
24515,188438,34,1289
24516,188517,34,185
24517,188526,34,375
24518,188641,34,969
24519,188650,34,8
24520,188669,34,67
24521,188678,34,120
24522,188687,34,270
24523,188854,34,1115
24524,188890,34,613
24525,188915,34,26
24526,188942,34,200
24527,189088,34,1878
24528,189097,34,2508
24529,189219,34,60
24530,189228,34,1402
24531,189255,34,31
24532,189273,34,56
24533,189282,34,273
24534,189404,34,68
24535,189413,34,333
24536,189468,34,8
24537,189477,34,128
24538,189547,34,2089
24539,189565,34,400
24540,189583,34,572
24541,189592,34,264
24542,189705,34,1344
24543,189714,34,301
24544,189811,34,920
24545,189839,34,775
24546,189857,34,654
24547,189990,34,691
24548,190008,34,47
24549,190044,34,1841
24550,190053,34,285
24551,190071,34,112
24552,190099,34,2315
24553,190114,34,407
24554,190150,34,7359
24555,190169,34,625
24556,190239,34,86
24557,190318,34,171
24558,190372,34,705
24559,190415,34,12398
24560,190442,34,802
24561,190451,34,179
24562,190503,34,2308
24563,190512,34,13120
24564,190521,34,12235
24565,190530,34,4453
24566,190549,34,8924
24567,190558,34,7160
24568,190567,34,9268
24569,190576,34,3051
24570,190585,34,3837
24571,190594,34,13467
24572,190600,34,9307
24573,190619,34,5860
24574,190628,34,8313
24575,190637,34,9048
24576,190646,34,2647
24577,190655,34,9575
24578,190664,34,10978
24579,190673,34,6626
24580,190691,34,3755
24581,190707,34,13
24582,190716,34,1057
24583,190725,34,1386
24584,190752,34,37
24585,190761,34,784
24586,190840,34,2414
24587,190956,34,129
24588,190983,34,420
24589,191083,34,3836
24590,191126,34,6253
24591,191199,34,1909
24592,191205,34,368
24593,191241,34,7813
24594,191302,34,683
24595,191311,34,240
24596,191339,34,1389
24597,191515,34,1583
24598,191533,34,739
24599,191597,34,719
24600,191612,34,790
24601,191621,34,672
24602,191630,34,1144
24603,191649,34,4562
24604,191676,34,633
24605,191719,34,4604
24606,191728,34,653
24607,191931,34,1928
24608,191940,34,123
24609,191959,34,34
24610,191968,34,3153
24611,191986,34,1122
24612,192004,34,162
24613,192022,34,992
24614,192040,34,125
24615,192110,34,365
24616,192165,34,154
24617,192192,34,691
24618,192271,34,875
24619,192323,34,1827
24620,192448,34,4358
24621,192484,34,10
24622,192509,34,222
24623,192624,34,104
24624,192688,34,418
24625,192703,34,2199
24626,192712,34,393
24627,192749,34,917
24628,192785,34,656
24629,192800,34,10
24630,192819,34,3752
24631,192864,34,1118
24632,192961,34,124
24633,192970,34,12
24634,193016,34,4374
24635,193052,34,307
24636,193061,34,36
24637,193070,34,31
24638,193201,34,315
24639,193247,34,75
24640,193265,34,9
24641,193283,34,1941
24642,193292,34,2577
24643,193308,34,4525
24644,193326,34,5864
24645,193353,34,1080
24646,193380,34,115
24647,193399,34,1884
24648,193478,34,8198
24649,193584,34,1430
24650,193609,34,61
24651,193654,34,5349
24652,193858,34,183
24653,193900,34,23612
24654,193946,34,2039
24655,193973,34,2133
24656,193991,34,28
24657,194028,34,435
24658,194091,34,2434
24659,194116,34,391
24660,194189,34,94
24661,194222,34,2789
24662,194240,34,2726
24663,194310,34,5776
24664,194392,34,447
24665,194435,34,57
24666,194499,34,596
24667,194569,34,85
24668,194578,34,2985
24669,194657,34,120
24670,194666,34,353
24671,194693,34,23
24672,194718,34,50
24673,194736,34,116
24674,194763,34,278
24675,194824,34,4357
24676,194958,34,854
24677,195003,34,10169
24678,195030,34,4945
24679,195058,34,3012
24680,195067,34,170
24681,195128,34,885
24682,195164,34,1318
24683,195173,34,1424
24684,195191,34,282
24685,195216,34,1495
24686,195234,34,950
24687,195243,34,765
24688,195289,34,129
24689,195304,34,1057
24690,195322,34,906
24691,195438,34,147
24692,195474,34,2638
24693,195526,34,2025
24694,195544,34,2852
24695,195702,34,146
24696,195720,34,1968
24697,195784,34,636
24698,195809,34,7068
24699,195988,34,584
24700,196006,34,2254
24701,196015,34,2304
24702,196024,34,1779
24703,196033,34,1236
24704,196042,34,7441
24705,196051,34,1127
24706,196060,34,9264
24707,196079,34,11306
24708,196088,34,16013
24709,196097,34,13851
24710,196103,34,1327
24711,196112,34,1384
24712,196121,34,4109
24713,196130,34,3902
24714,196149,34,4680
24715,196158,34,2216
24716,196167,34,2873
24717,196176,34,4903
24718,196185,34,3501
24719,196194,34,4427
24720,196200,34,1521
24721,196219,34,2333
24722,196237,34,3225
24723,196246,34,3000
24724,196255,34,286
24725,196264,34,6877
24726,196291,34,965
24727,196307,34,117
24728,196389,34,633
24729,196413,34,11573
24730,196431,34,317
24731,196440,34,13
24732,196565,34,1003
24733,196583,34,59
24734,196592,34,3472
24735,196653,34,897
24736,196680,34,12513
24737,196699,34,850
24738,196866,34,1520
24739,197018,34,1513
24740,197027,34,696
24741,197036,34,3229
24742,197045,34,1900
24743,197133,34,1744
24744,197142,34,375
24745,197151,34,2685
24746,197197,34,1181
24747,197221,34,78
24748,197230,34,226
24749,197285,34,657
24750,197294,34,5669
24751,197337,34,49
24752,197531,34,65
24753,197601,34,98
24754,197647,34,95
24755,197674,34,197
24756,197692,34,49
24757,197708,34,2316
24758,197735,34,652
24759,197744,34,164
24760,197814,34,914
24761,197850,34,1110
24762,197869,34,15077
24763,197887,34,3754
24764,197911,34,739
24765,197966,34,1410
24766,197984,34,1054
24767,197993,34,142
24768,198011,34,781
24769,198039,34,1408
24770,198066,34,521
24771,198084,34,793
24772,198109,34,578
24773,198118,34,1876
24774,198136,34,2187
24775,198154,34,7924
24776,198206,34,837
24777,198215,34,823
24778,198233,34,3003
24779,198251,34,2390
24780,198260,34,11736
24781,198303,34,477
24782,198321,34,1030
24783,198330,34,2077
24784,198367,34,1540
24785,198376,34,1920
24786,198385,34,1382
24787,198419,34,4676
24788,198455,34,2638
24789,198464,34,15916
