yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
11832024,1183,2024,CA0192400,CA0192400,,N,N,,I,GARDENA,GARDENA PD,Gardena,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,57584,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,69,6,75,14,18,32,1.4,1.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11842024,1184,2024,CA0192500,CA0192500,,N,N,,I,GLENDALE,GLENDALE PD,Glendale,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,184180,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,209,39,248,27,84,111,1.3,1.9,2021-01-01,2022-10-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11852024,1185,2024,CA0192600,CA0192600,,N,N,,I,GLENDORA,GLENDORA PD,Glendora,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,49136,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,12,53,9,24,33,1.0,1.8,2021-01-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11872024,1187,2024,CA0192800,CA0192800,,N,N,,I,HAWTHORNE,HAWTHORNE PD,Hawthorne,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,81941,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,78,16,94,13,34,47,1.1,1.7,2021-01-01,2022-05-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11882024,1188,2024,CA0192900,CA0192900,,N,N,,I,HERMOSA BEACH,HERMOSA BEACH PD,Hermosa Beach,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,18312,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,32,15,47,3,15,18,1.9,3.5,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11972024,1197,2024,CA0193300,CA0193300,,N,N,,I,INGLEWOOD,INGLEWOOD PD,Inglewood,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,101399,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,150,9,159,25,54,79,1.7,2.3,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
11982024,1198,2024,CA0193400,CA0193400,,N,N,,I,IRWINDALE,IRWINDALE PD,Irwindale,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,1414,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,26,0,26,1,8,9,19.1,24.8,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12022024,1202,2024,CA0193800,CA0193800,,N,N,,I,LA VERNE,LA VERNE PD,La Verne,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,29391,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,32,0,32,6,19,25,1.3,1.9,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12052024,1205,2024,CA0194100,CA0194100,,N,N,,I,LONG BEACH,LONG BEACH PD,Long Beach,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,444232,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,5,1C,"Cities from 250,000 thru 499,999",1,"All cities 250,000 or over",Y,5,,Y,583,163,746,80,211,291,1.5,2.3,2021-01-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12062024,1206,2024,CA0194200,CA0194200,,N,N,,I,LOS ANGELES,LOS ANGELES PD,Los Angeles,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,3796352,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,3,1A,"Cities 1,000,000 or over",1,"All cities 250,000 or over",Y,3,,Y,7159,1111,8270,1661,1504,3165,2.3,3.0,2021-01-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12082024,1208,2024,CA0194400,CA0194400,,N,N,,I,MANHATTAN BEACH,MANHATTAN BEACH PD,Manhattan Beach,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,32724,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,58,15,73,8,29,37,2.0,3.4,2021-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12102024,1210,2024,CA0194600,CA0194600,,N,N,,I,MONROVIA,MONROVIA PD,Monrovia,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,36365,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,37,8,45,8,22,30,1.2,2.1,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12112024,1211,2024,CA0194700,CA0194700,,N,N,,I,MONTEBELLO,MONTEBELLO PD,Montebello,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,59231,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,62,2,64,9,22,31,1.2,1.6,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12122024,1212,2024,CA0194800,CA0194800,,N,N,,I,MONTEREY PARK,MONTEREY PARK PD,Monterey Park,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,56904,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,55,15,70,13,33,46,1.2,2.0,2021-01-01,2022-07-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12152024,1215,2024,CA0195100,CA0195100,,N,N,,I,PALOS VERDES ESTATES,PALOS VERDES ESTATES PD PALOS VERDES PENINSULA,Palos Verdes Estates,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,12432,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,0,17,0,7,7,1.4,1.9,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12172024,1217,2024,CA0195300,CA0195300,,N,N,,I,PASADENA,PASADENA PD,Pasadena,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,131966,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,185,38,223,35,75,110,1.7,2.5,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12192024,1219,2024,CA0195500,CA0195500,,N,N,,I,POMONA,POMONA PD,Pomona,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,143726,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,121,27,148,22,76,98,1.0,1.7,2021-01-01,2022-08-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12202024,1220,2024,CA0195600,CA0195600,,N,N,,I,REDONDO BEACH,REDONDO BEACH PD,Redondo Beach,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,66593,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,84,15,99,13,35,48,1.5,2.2,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12272024,1227,2024,CA0196300,CA0196300,,N,N,,I,SAN MARINO,SAN MARINO PD,San Marino,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,11816,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,0,22,6,7,13,2.4,3.0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12282024,1228,2024,CA0196400,CA0196400,,N,N,,I,SANTA FE SPRINGS,SANTE FE SPRINGS PD,Santa Fe Springs,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,20534,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2021-01-01,2022-08-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12292024,1229,2024,CA0196500,CA0196500,,N,N,,I,SANTA MONICA,SANTA MONICA PD,Santa Monica,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,88948,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,183,105,288,30,98,128,2.4,4.7,2021-01-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12302024,1230,2024,CA0196600,CA0196600,,N,N,,I,SIERRA MADRE,SIERRA MADRE PD,Sierra Madre,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,10544,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,0,19,1,5,6,1.9,2.4,2021-01-01,2022-01-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12312024,1231,2024,CA0196700,CA0196700,,N,N,,I,SIGNAL HILL,SIGNAL HILL PD,Signal Hill,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,11068,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,1,26,5,10,15,2.7,3.7,2021-01-01,2022-08-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12342024,1234,2024,CA0197000,CA0197000,,N,N,,I,SOUTH PASADENA,SOUTH PASADENA PD,South Pasadena,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,25228,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,32,4,36,0,13,13,1.3,1.9,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12362024,1236,2024,CA0197200,CA0197200,,N,N,,I,TORRANCE,TORRANCE PD,Torrance,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,136899,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,171,27,198,8,68,76,1.3,2.0,2021-01-01,2021-12-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12372024,1237,2024,CA0197300,CA0197300,,N,N,,I,VERNON,VERNON PD,Vernon,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,205,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,37,3,40,7,11,18,214.6,282.9,2021-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12392024,1239,2024,CA0197500,CA0197500,,N,N,,I,WEST COVINA,WEST COVINA PD,West Covina,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,104467,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,86,13,99,7,33,40,0.9,1.3,2021-01-01,2021-04-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12402024,1240,2024,CA0197600,CA0197600,,N,N,,I,WHITTIER,WHITTIER PD,Whittier,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,83186,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,102,11,113,28,38,66,1.6,2.2,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12422024,1242,2024,CA0197800,CA0197800,,N,N,,I,CA ST POLYTEC U: POMONA,CALIFORNIA STATE POLYTECHNIC UNIV PD POMONA,California State Polytechnic University:,Pomona,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,16,2,18,2,12,14,0,0,2021-01-01,2022-11-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12442024,1244,2024,CA0198100,CA0198100,,N,N,,I,CA ST UN: DOMINGUEZ HLLS,CALIFORNIA STATE COLLEGE PD DOMINGUEZ HILLS,California State University:,Dominguez Hills,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,16,4,20,1,3,4,0,0,2021-01-01,2022-07-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12452024,1245,2024,CA0198200,CA0198200,,N,N,,I,CA ST UN: LONG BEACH,CALIFORNIA STATE UNIVE PD LONG BEACH,California State University:,Long Beach,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,15,4,19,6,8,14,0,0,2021-01-01,2021-05-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12472024,1247,2024,CA0198400,CA0198400,,N,N,,I,CA ST UN: NORTHRIDGE,CALIFORNIA STATE UNIV PD NORTHRIDGE,California State University:,Northridge,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,17,10,27,2,13,15,0,0,2021-01-01,2022-05-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12502024,1250,2024,CA0199700,CA0199700,,N,N,,I,UN OF CA: LOS ANGELES,UNIV OF CALIFORNIA PD,University of California:,Los Angeles,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,48,37,85,11,33,44,0,0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-07-01,2022-07-01,N,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,Y
12532024,1253,2024,CA0200000,CA0200000,,N,N,,I,MADERA,MADERA CO SO MADERA,Madera,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,79694,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,176,10,186,51,48,99,2.8,3.6,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2022-07-01,2022-07-01,N,MADERA,"Fresno, CA",Y,Y,Y
12542024,1254,2024,CA0200100,CA0200100,,N,N,,I,CHOWCHILLA,CHOWCHILLA PD,Chowchilla,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,19504,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,11,3,14,4,9,13,0.8,1.4,2021-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,MADERA,"Fresno, CA",Y,Y,Y
12552024,1255,2024,CA0200200,CA0200200,,N,N,,I,MADERA,MADERA PD,Madera,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,68607,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,56,5,61,8,21,29,0.9,1.3,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2022-07-01,2022-07-01,N,MADERA,"Fresno, CA",Y,Y,Y
12632024,1263,2024,CA0210300,CA0210300,,N,N,,I,FAIRFAX,FAIRFAX PD,Fairfax,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,7362,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,3,12,1,3,4,1.4,2.2,2021-01-01,2022-02-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MARIN,"San Francisco-Oakland-Fremont, CA",Y,Y,Y
12662024,1266,2024,CA0210600,CA0210600,,N,N,,I,NOVATO,NOVATO PD,Novato,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,51258,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,45,2,47,10,17,27,1.1,1.4,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,MARIN,"San Francisco-Oakland-Fremont, CA",Y,Y,Y
12672024,1267,2024,CA0210700,CA0210700,,N,N,,I,ROSS,ROSS PD,Ross,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,2273,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,1,0,1,4.0,4.0,2021-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,MARIN,"San Francisco-Oakland-Fremont, CA",Y,Y,Y
12692024,1269,2024,CA0210900,CA0210900,,N,N,,I,SAN RAFAEL,SAN RAFAEL PD,San Rafael,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,59037,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,45,3,48,11,25,36,0.9,1.4,2021-01-01,2021-12-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MARIN,"San Francisco-Oakland-Fremont, CA",Y,Y,Y
12732024,1273,2024,CA0211300,CA0211300,,N,N,,I,MARIN COMMUNITY COLLEGE,MARIN COMM COLL DIST PD KENTFIELD,Marin Community College,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,1,1,0,0,2021-01-01,2022-02-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,MARIN,"San Francisco-Oakland-Fremont, CA",Y,Y,Y
12772024,1277,2024,CA0220000,CA0220000,,N,N,,I,MARIPOSA,MARIPOSA CO SO MARIPOSA,Mariposa,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,17130,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,48,0,48,18,12,30,3.9,4.6,2021-01-01,2021-03-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MARIPOSA,Not Specified,Y,Y,Y
12792024,1279,2024,CA0230000,CA0230000,,N,N,,I,MENDOCINO,MENDOCINO CO SO UKIAH,Mendocino,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,62208,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,99,13,112,13,38,51,1.8,2.6,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,MENDOCINO,Not Specified,Y,Y,Y
12802024,1280,2024,CA0230100,CA0230100,,N,N,,I,FORT BRAGG,FORT BRAGG PD,Fort Bragg,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,6901,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,1,4,5,1.9,2.5,2021-01-01,2021-02-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MENDOCINO,Not Specified,Y,Y,Y
12822024,1282,2024,CA0230300,CA0230300,,N,N,,I,UKIAH,UKIAH PD,Ukiah,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,15915,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,28,5,33,1,11,12,1.8,2.8,2021-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,MENDOCINO,Not Specified,Y,Y,Y
12832024,1283,2024,CA0230400,CA0230400,,N,N,,I,WILLITS,WILLITS PD,Willits,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,4799,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,4,10,1,1,2,1.5,2.5,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MENDOCINO,Not Specified,Y,Y,Y
12882024,1288,2024,CA0240000,CA0240000,,N,N,,I,MERCED,MERCED CO SO MERCED,Merced,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,95952,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,186,11,197,35,59,94,2.3,3.0,2021-01-01,2022-03-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,MERCED,"Merced, CA",Y,Y,Y
12892024,1289,2024,CA0240100,CA0240100,,N,N,,I,ATWATER,ATWATER PD,Atwater,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,32093,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,22,4,26,4,8,12,0.8,1.2,2021-01-01,2022-02-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MERCED,"Merced, CA",Y,Y,Y
12902024,1290,2024,CA0240200,CA0240200,,N,N,,I,DOS PALOS,DOS PALOS PD,Dos Palos,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,5683,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,1,8,1,5,6,1.4,2.5,2021-01-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,MERCED,"Merced, CA",Y,Y,Y
12912024,1291,2024,CA0240300,CA0240300,,N,N,,I,GUSTINE,GUSTINE PD,Gustine,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,6086,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,1,10,0,1,1,1.5,1.8,2021-01-01,2021-09-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MERCED,"Merced, CA",Y,Y,Y
