yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
16462024,1646,2024,CA0430800,CA0430800,,N,N,,I,MILPITAS,MILPITAS PD,Milpitas,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,76523,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,67,7,74,15,26,41,1.1,1.5,2021-01-01,2022-10-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16472024,1647,2024,CA0430900,CA0430900,,N,N,,I,MONTE SERENO,MONTE SERENO PD,Monte Sereno,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,3455,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2021-01-01,2021-10-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16482024,1648,2024,CA0431000,CA0431000,,N,N,,I,MORGAN HILL,MORGAN HILL PD,Morgan Hill,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,44083,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,42,2,44,4,19,23,1.0,1.5,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16492024,1649,2024,CA0431100,CA0431100,,N,N,,I,MOUNTAIN VIEW,MOUNTAIN VIEW PD,Mountain View,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,81461,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,70,11,81,12,33,45,1.0,1.5,2021-01-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16502024,1650,2024,CA0431200,CA0431200,,N,N,,I,PALO ALTO,PALO ALTO PD,Palo Alto,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,65079,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,72,17,89,13,33,46,1.3,2.1,2021-01-01,2021-12-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16512024,1651,2024,CA0431300,CA0431300,,N,N,,I,SAN JOSE,SAN JOSE PD,San Jose,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,956840,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,4,1B,"Cities from 500,000 thru 999,999",1,"All cities 250,000 or over",Y,4,,Y,915,158,1073,141,341,482,1.1,1.6,2021-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16522024,1652,2024,CA0431400,CA0431400,,N,N,,I,SANTA CLARA,SANTA CLARA PD,Santa Clara,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,131901,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,130,13,143,11,52,63,1.1,1.6,2021-01-01,2021-09-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16542024,1654,2024,CA0431600,CA0431600,,N,N,,I,SUNNYVALE,SUNNYVALE PD,Sunnyvale,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,150893,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,203,23,226,21,50,71,1.5,2.0,2021-01-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16552024,1655,2024,CA0431700,CA0431700,,N,N,,I,CA ST UN: SAN JOSE,CALIFORNIA STATE UNIV PD SAN JOSE,California State University:,San Jose,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,20,32,52,3,18,21,0,0,2021-01-01,2021-12-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16612024,1661,2024,CA0432700,CA0432700,,N,N,,I,FOOTHILL-DE ANZA COLLEGE,DPS FOOTHILL-DEANZA CC DIST LOS ALTOS HILLS,Foothill-De Anza College,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,5,13,0,4,4,0,0,2021-01-01,2021-12-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CLARA,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,Y
16662024,1666,2024,CA0440000,CA0440000,,N,N,,I,SANTA CRUZ,SANTA CRUZ CO SO SANTA CRUZ,Santa Cruz,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,130041,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,123,98,221,26,98,124,1.1,2.7,2021-01-01,2021-10-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16672024,1667,2024,CA0440100,CA0440100,,N,N,,I,CAPITOLA,CAPITOLA PD,Capitola,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,9459,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,4,24,2,5,7,2.3,3.3,2021-01-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16682024,1668,2024,CA0440200,CA0440200,,N,N,,I,SANTA CRUZ,SANTA CRUZ PD,Santa Cruz,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,61346,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,68,15,83,7,18,25,1.2,1.8,2021-01-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16692024,1669,2024,CA0440300,CA0440300,,N,N,,I,WATSONVILLE,WATSONVILLE PD,Watsonville,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,50340,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,57,3,60,5,20,25,1.2,1.7,2021-01-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16702024,1670,2024,CA0440400,CA0440400,,N,N,,I,SCOTTS VALLEY,SCOTTS VALLEY PD,Scotts Valley,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,11765,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,1,18,2,8,10,1.6,2.4,2021-01-01,2021-11-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16742024,1674,2024,CA0440800,CA0440800,,N,N,,I,CSP: SANTA CRUZ ,DEPT OF PARKS & REC SANTA CRUZ MTNS FELTON,California State Parks:,Santa Cruz ,A,6,California,CA,CA,9,Pacific,4,West,Region IV,Other State Agency,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,2021-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16752024,1675,2024,CA0449700,CA0449700,,N,N,,I,UN OF CA: SANTA CRUZ,UNIVERSITY OF CALIFORNIA PD SANTA CRUZ,University of California:,Santa Cruz,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,16,4,20,3,8,11,0,0,2021-01-01,2021-06-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SANTA CRUZ,"Santa Cruz-Watsonville, CA",Y,Y,Y
16772024,1677,2024,CA0450000,CA0450000,,N,N,,I,SHASTA,SHASTA CO SO REDDING,Shasta,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,79145,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,116,12,128,21,49,70,1.7,2.5,2021-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,SHASTA,"Redding, CA",Y,Y,Y
16782024,1678,2024,CA0450100,CA0450100,,N,N,,I,ANDERSON,ANDERSON PD,Anderson,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,11170,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,1,22,1,6,7,2.0,2.6,2021-01-01,2022-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SHASTA,"Redding, CA",Y,Y,Y
16792024,1679,2024,CA0450200,CA0450200,,N,N,,I,REDDING,REDDING PD,Redding,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,92468,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,108,11,119,7,35,42,1.2,1.7,2021-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,SHASTA,"Redding, CA",Y,Y,Y
16822024,1682,2024,CA0459100,CA0459100,,N,N,,I,SHASTA COUNTY MARSHAL,MARSHAL'S OFFICE REDDING,Shasta County Marshal,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,Other,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,23,7,30,2,2,4,0,0,2021-01-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,N,SHASTA,"Redding, CA",Y,Y,Y
16852024,1685,2024,CA0460000,CA0460000,,N,N,,I,SIERRA,SIERRA CO SO DOWNIEVILLE,Sierra,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,3245,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,9,2,11,1,3,4,3.1,4.6,2021-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,SIERRA,Not Specified,Y,Y,Y
16892024,1689,2024,CA0470000,CA0470000,,N,N,,I,SISKIYOU,SISKIYOU CO SO YREKA,Siskiyou,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,21455,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,60,3,63,7,24,31,3.1,4.4,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16902024,1690,2024,CA0470100,CA0470100,,N,N,,I,DORRIS,DORRIS PD,Dorris,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,823,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16912024,1691,2024,CA0470200,CA0470200,,N,N,,I,DUNSMUIR,DUNSMUIR PD,Dunsmuir,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,1623,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16922024,1692,2024,CA0470300,CA0470300,,N,N,,I,ETNA,ETNA PD,Etna,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,646,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,0,1,6.2,6.2,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16932024,1693,2024,CA0470400,CA0470400,,N,N,,I,FORT JONES,FORT JONES PD,Fort Jones,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,665,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16942024,1694,2024,CA0470500,CA0470500,,N,N,,I,MONTAGUE,MONTAGUE PD,Montague,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,1169,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16952024,1695,2024,CA0470600,CA0470600,,N,N,,I,MOUNT SHASTA,MOUNT SHASTA PD,Mount Shasta,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,3166,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,1,10,0,6,6,2.8,5.1,2021-01-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,SISKIYOU,Not Specified,Y,Y,Y
16962024,1696,2024,CA0470700,CA0470700,,N,N,,I,TULELAKE,TULELAKE PD,Tulelake,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,856,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,4.7,4.7,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,SISKIYOU,Not Specified,Y,Y,Y
16972024,1697,2024,CA0470800,CA0470800,,N,N,,I,WEED,WEED PD,Weed,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,2487,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,3,11,0,3,3,3.2,5.6,2021-01-01,2022-08-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,SISKIYOU,Not Specified,Y,Y,Y
16982024,1698,2024,CA0470900,CA0470900,,N,N,,I,YREKA,YREKA PD,Yreka,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,7813,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,1,16,0,6,6,1.9,2.8,2021-01-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,N,SISKIYOU,Not Specified,Y,Y,Y
17042024,1704,2024,CA0480000,CA0480000,,N,N,,I,SOLANO,SOLANO CO SO FAIRFIELD,Solano,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,25576,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,152,187,339,22,168,190,6.8,20.7,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17052024,1705,2024,CA0480100,CA0480100,,N,N,,I,BENICIA,BENICIA PD,Benicia,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,26207,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,23,0,23,5,17,22,1.1,1.7,2021-01-01,2022-08-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17062024,1706,2024,CA0480200,CA0480200,,N,N,,I,DIXON,DIXON PD,Dixon,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,19402,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,0,21,3,7,10,1.2,1.6,2021-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17072024,1707,2024,CA0480300,CA0480300,,N,N,,I,FAIRFIELD,FAIRFIELD PD,Fairfield,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,121082,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,102,6,108,16,54,70,1.0,1.5,2021-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17082024,1708,2024,CA0480400,CA0480400,,N,N,,I,RIO VISTA,RIO VISTA PD,Rio Vista,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,10191,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,11,1,12,1,1,2,1.2,1.4,2021-01-01,2022-05-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17092024,1709,2024,CA0480500,CA0480500,,N,N,,I,SUISUN CITY,SUISUN CITY PD,Suisun City,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,28502,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,18,0,18,5,10,15,0.8,1.2,2021-01-01,2022-03-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17102024,1710,2024,CA0480600,CA0480600,,N,N,,I,VACAVILLE,VACAVILLE PD,Vacaville,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,102672,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,90,6,96,18,62,80,1.1,1.7,2021-01-01,2022-06-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17112024,1711,2024,CA0480700,CA0480700,,N,N,,I,VALLEJO,VALLEJO PD,Vallejo,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,121795,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,66,6,72,9,37,46,0.6,1.0,2021-01-01,2022-11-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,SOLANO,"Vallejo, CA",Y,Y,Y
17172024,1717,2024,CA0490000,CA0490000,,N,N,,I,SONOMA,SONOMA CO SO SANTA ROSA,Sonoma,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,County,138566,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,211,213,424,15,169,184,1.6,4.4,2021-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17182024,1718,2024,CA0490100,CA0490100,,N,N,,I,CLOVERDALE,CLOVERDALE PD,Cloverdale,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,8763,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,2,12,2,7,9,1.4,2.4,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17192024,1719,2024,CA0490200,CA0490200,,N,N,,I,COTATI,COTATI PD,Cotati,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,7377,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,1,11,1,5,6,1.5,2.3,2021-01-01,2022-05-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17202024,1720,2024,CA0490300,CA0490300,,N,N,,I,HEALDSBURG,HEALDSBURG PD,Healdsburg,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,11068,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,14,1,15,3,10,13,1.5,2.5,2021-01-01,2021-09-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17212024,1721,2024,CA0490400,CA0490400,,N,N,,I,ROHNERT PARK,ROHNERT PARK PD,Rohnert Park,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,44573,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,55,4,59,11,27,38,1.5,2.2,2021-01-01,2022-05-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17222024,1722,2024,CA0490500,CA0490500,,N,N,,I,SANTA ROSA,SANTA ROSA PD,Santa Rosa,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,175147,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,155,21,176,26,52,78,1.0,1.5,2021-01-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17232024,1723,2024,CA0490600,CA0490600,,N,N,,I,SEBASTOPOL,SEBASTOPOL PD,Sebastopol,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,7336,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,1,11,2,5,7,1.6,2.5,2021-01-01,2022-05-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17242024,1724,2024,CA0490700,CA0490700,,N,N,,I,SONOMA,SONOMA PD,Sonoma,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,10583,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2021-01-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17252024,1725,2024,CA0490800,CA0490800,,N,N,,I,PETALUMA,PETALUMA PD,Petaluma,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,City,58493,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,62,4,66,7,26,33,1.2,1.7,2021-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17262024,1726,2024,CA0490900,CA0490900,,N,N,,I,SONOMA STATE UNIVERSITY,CALIFORNIA STATE UNIV PD SONOMA,Sonoma State University,,A,6,California,CA,CA,9,Pacific,4,West,Region IV,University or College,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,1,2,3,0,0,2021-01-01,2022-05-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
17282024,1728,2024,CA0491100,CA0491100,,N,N,,I,CSP: BAY AREA,DEPT OF PARKS & REC SONOMA COAST SONOMA,California State Parks:,Bay Area,A,6,California,CA,CA,9,Pacific,4,West,Region IV,Other State Agency,0,23357,CAUCR0001,Department of Justice Criminal Justice Statistics Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,2021-01-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,N,SONOMA,"Santa Rosa-Petaluma, CA",Y,Y,Y
